protein,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24
Q09781,-0.0306248,0.00472451,0.132497,-0.129704,-0.150934,-0.127052,-0.164709,0.00240872,-0.151834,0.128368,-0.0152144,0.19116,0.00959056,0.180891,0.0313588,0.0819281,-0.0339378,0.168351,0.0182819,0.0402103,-0.126782,0.181454,0.0812077,-0.0749401
O14352,-0.0589154,-0.0177672,0.243622,-0.201253,-0.21076,-0.177947,-0.266147,0.0107171,-0.193759,0.194309,-0.0111956,0.292954,0.0279549,0.260512,0.104171,0.123773,-0.0424525,0.224063,0.0473643,0.047008,-0.20827,0.273551,0.129564,-0.0978109
Q10276,-0.0346062,0.0134197,0.0842833,-0.0777843,-0.0722213,-0.0668899,-0.094576,-0.0201505,-0.0533689,0.0891261,0.0134574,0.089566,0.00585815,0.0935796,0.0151113,0.0233126,-0.0162977,0.0918292,0.0191582,0.0169429,-0.0704506,0.0993024,0.0360609,-0.0346058
O94481,-0.0169887,-0.0105606,0.0768702,-0.0620282,-0.0906878,-0.0491913,-0.0766947,-0.0238137,-0.0719442,0.0787048,-0.02138,0.116537,0.0262593,0.0848062,0.0446483,0.0454062,-0.0230124,0.0901922,0.0267521,-0.000233792,-0.0472711,0.0940486,0.0451644,-0.0295597
O94556,-0.0530638,-0.00965548,0.183074,-0.147045,-0.163424,-0.157144,-0.230154,-0.0130983,-0.181493,0.153215,-0.00412969,0.228641,0.0165082,0.223503,0.0608817,0.0813991,-0.0315936,0.181534,0.043818,0.052437,-0.131494,0.190049,0.109061,-0.0838085
P41005,-0.0607244,0.0042287,0.331925,-0.272408,-0.327093,-0.245482,-0.379767,-0.00779779,-0.269396,0.290743,-0.0126704,0.393202,0.00841678,0.38361,0.0903436,0.16887,-0.0460532,0.303783,0.0470523,0.091249,-0.247829,0.35239,0.215265,-0.124092
Q9URV2,-0.0458218,-0.0201273,0.228158,-0.176649,-0.226025,-0.168693,-0.268173,-0.00746693,-0.223996,0.210376,-0.00771523,0.290855,-0.00015713,0.268378,0.0612929,0.115859,-0.0351107,0.224368,0.0604307,0.0481041,-0.171948,0.260852,0.12596,-0.0928334
O94650,-0.050898,0.00479671,0.194177,-0.153312,-0.166273,-0.135209,-0.246047,0.00720086,-0.153191,0.155091,0.00919859,0.223502,-0.00252481,0.205692,0.0748157,0.0836715,-0.0132053,0.20118,0.0271996,0.0455974,-0.155608,0.204486,0.104468,-0.0579235
O94538,-0.0514098,-0.00558557,0.176307,-0.160426,-0.174574,-0.158655,-0.220321,-0.00379019,-0.175107,0.175763,0.000202048,0.235362,-0.0102757,0.21791,0.0569516,0.0851034,-0.0178339,0.183956,0.0527998,0.0568062,-0.131178,0.193287,0.122272,-0.0522743
P41878,-0.128145,-0.0245719,0.458624,-0.375015,-0.433851,-0.354215,-0.544215,0.00492258,-0.397055,0.404565,-0.0350644,0.55873,0.00738713,0.537431,0.153588,0.198205,-0.056024,0.454034,0.0571743,0.106324,-0.348293,0.501466,0.2928,-0.159333
Q9USQ9,-0.021609,-0.0198143,0.164363,-0.101316,-0.125091,-0.0958894,-0.175349,-0.0129248,-0.117281,0.115358,0.00654947,0.185889,0.011018,0.17845,0.0540916,0.0510531,-0.028575,0.153443,0.0269483,0.0476622,-0.102287,0.164313,0.0826322,-0.0465968
P49731,-0.0621823,-0.00373834,0.24217,-0.194682,-0.215149,-0.191896,-0.279552,-0.000373283,-0.221192,0.192273,-0.0194556,0.282052,0.0134776,0.280991,0.0607539,0.117106,-0.0535287,0.250831,0.0325815,0.0542972,-0.179653,0.234332,0.138719,-0.102485
O75001,-0.0708516,-0.0213996,0.21703,-0.190659,-0.209002,-0.184805,-0.282573,-0.0113363,-0.193489,0.209505,-0.0196318,0.279872,0.0137058,0.265211,0.0927283,0.0944272,-0.0432191,0.201936,0.0361364,0.0350685,-0.151958,0.226309,0.12658,-0.101434
P87310,-0.024804,-0.0151735,0.163264,-0.135171,-0.127613,-0.0972777,-0.150643,-0.0153589,-0.142593,0.102462,-0.0221883,0.181965,-0.00610823,0.147405,0.0600862,0.0609517,-0.00387563,0.130976,0.0411852,0.0223606,-0.122736,0.133852,0.0982166,-0.0511355
O60104,-0.104339,0.00203492,0.453086,-0.347094,-0.405105,-0.3439,-0.535298,0.000438717,-0.405297,0.379712,-0.0387153,0.556791,0.00559971,0.515025,0.16009,0.212839,-0.0487175,0.437025,0.0783197,0.101082,-0.334041,0.44947,0.293815,-0.163973
O13958,-0.0307604,0.0146618,0.196075,-0.179562,-0.178201,-0.146241,-0.261422,-0.00696815,-0.162477,0.158708,-0.0235623,0.275731,0.00570812,0.259436,0.0797356,0.0781179,-0.0467447,0.210376,0.0180113,0.0424575,-0.139688,0.216935,0.1496,-0.0782811
P34208,-0.05679,0.0142671,0.269704,-0.218858,-0.279138,-0.210784,-0.327547,-0.0153961,-0.252509,0.241281,-0.015534,0.336901,0.00854259,0.333998,0.0728541,0.128685,-0.0285826,0.284177,0.0540938,0.0473535,-0.198685,0.295492,0.17744,-0.0868229
P87074,-0.0636396,-0.0113815,0.266696,-0.22126,-0.244207,-0.219041,-0.29859,-0.0156345,-0.23506,0.217829,0.0024995,0.297122,0.0243109,0.264121,0.0725391,0.112325,-0.0233836,0.239897,0.0551055,0.0510641,-0.182271,0.277892,0.140909,-0.0759623
P36592,-0.0797619,0.0140157,0.382649,-0.328591,-0.402113,-0.325573,-0.476497,-0.032874,-0.354451,0.328869,-0.0190408,0.487909,0.0217065,0.457966,0.139766,0.203277,-0.0455681,0.407201,0.0771004,0.109276,-0.312593,0.439256,0.268229,-0.152194
Q12126,-0.061711,-0.0195003,0.243286,-0.206442,-0.224915,-0.186408,-0.280701,0.0143554,-0.216253,0.183924,0.00297871,0.288501,-0.00915258,0.287153,0.0835791,0.1214,-0.0460234,0.226133,0.0391468,0.0362235,-0.184414,0.253288,0.13083,-0.0662269
P36613,-0.0488783,-0.00819992,0.161138,-0.12987,-0.158652,-0.134634,-0.203414,-0.0251979,-0.12379,0.139752,-0.0240838,0.215878,-0.00753304,0.201942,0.0581081,0.0835582,-0.0300029,0.168461,0.025787,0.0571596,-0.140684,0.189826,0.113716,-0.0550386
P21696,-0.0251364,-0.00341346,0.153131,-0.0926192,-0.130247,-0.116535,-0.145443,-0.0029363,-0.126732,0.134425,-0.0090232,0.163547,-0.0117553,0.16147,0.024875,0.0615438,-0.0011689,0.143237,0.00988034,0.0168363,-0.106462,0.132886,0.0704126,-0.0435416
O14302,-0.0883204,-0.0250745,0.402939,-0.308419,-0.382104,-0.295831,-0.448463,-0.0320396,-0.371295,0.329396,-0.0171354,0.491916,0.000643643,0.451386,0.131148,0.161504,-0.0472941,0.391069,0.0712898,0.0709692,-0.316102,0.433979,0.229071,-0.143221
O94701,-0.0655594,-0.0205861,0.344379,-0.287398,-0.320017,-0.245037,-0.397409,-0.00971324,-0.286209,0.302449,-0.0230991,0.408426,0.0320426,0.389738,0.119574,0.143999,-0.0567216,0.344967,0.0757941,0.0855341,-0.258166,0.372455,0.212807,-0.110832
P20772,-0.0300149,-0.000780516,0.133471,-0.112446,-0.106156,-0.106527,-0.127205,-0.0188747,-0.0982127,0.108368,-0.00235928,0.137228,0.0103669,0.145639,0.0530036,0.0359604,-0.00209766,0.118998,0.0244316,0.0270159,-0.0830318,0.140464,0.0623332,-0.0330094
O74309,-0.135655,0.00430529,0.462845,-0.413126,-0.467342,-0.402042,-0.551561,-0.0100549,-0.424223,0.408694,-0.0241358,0.600691,0.00311013,0.553369,0.165579,0.2212,-0.0821454,0.47124,0.0610172,0.112107,-0.373642,0.498231,0.301484,-0.159223
O74445,-0.070053,0.00442863,0.22558,-0.15926,-0.215598,-0.147394,-0.242604,-0.0164075,-0.167109,0.194117,-0.0281161,0.237085,0.0116186,0.248295,0.06612,0.112714,-0.0144551,0.184861,0.0351975,0.0465683,-0.139768,0.233636,0.140887,-0.0707679
O94744,-0.0592566,0.01271,0.190529,-0.136289,-0.179293,-0.152906,-0.205042,-0.0101627,-0.162988,0.143651,-0.000873242,0.211828,-0.00232849,0.205445,0.0445498,0.06614,-0.00938504,0.187558,0.0201903,0.0341109,-0.149494,0.177224,0.119948,-0.0656749
Q04665,-0.0636244,-0.0233975,0.283487,-0.226896,-0.268548,-0.243825,-0.322783,0.012929,-0.256952,0.246759,-0.0154382,0.349317,0.0209513,0.324396,0.112443,0.13686,-0.0463364,0.256239,0.0361335,0.0786134,-0.216596,0.282278,0.168515,-0.0983805
P31411,-0.041673,-0.0140331,0.104878,-0.0887051,-0.107015,-0.101305,-0.142493,0.00742334,-0.0894981,0.112424,-0.00364017,0.166195,-0.00768568,0.143439,0.0273957,0.0453807,-0.0330505,0.130995,0.0319408,0.0421994,-0.0971773,0.139744,0.0618541,-0.0623676
O74515,-0.0336254,-0.00767171,0.196778,-0.151971,-0.189307,-0.140522,-0.225745,0.00243944,-0.151552,0.141948,-0.0119294,0.241708,0.0252486,0.195147,0.0744169,0.0773286,-0.0450617,0.178209,0.0426836,0.0290177,-0.14611,0.180869,0.109042,-0.0804587
O94325,-0.0270214,0.0159112,0.157614,-0.167494,-0.16645,-0.127063,-0.20059,-0.014779,-0.152955,0.141533,6.52434e-05,0.234959,-0.000335249,0.200692,0.0383223,0.0948497,-0.0464137,0.186942,0.0423863,0.0482894,-0.126974,0.178121,0.121705,-0.0748272
O42851,-0.057501,0.00126615,0.210498,-0.151099,-0.214812,-0.178018,-0.248637,0.0068638,-0.18811,0.17581,-0.0119948,0.265791,0.0222119,0.253926,0.0630516,0.109259,-0.0514278,0.192111,0.0471448,0.0256485,-0.178043,0.228596,0.126048,-0.0668552
O59780,-0.0426506,-0.000771689,0.0985194,-0.0964987,-0.122853,-0.0950103,-0.137103,-0.011043,-0.107091,0.0933058,-0.0038409,0.132198,0.029515,0.118016,0.0475632,0.0570384,-0.0127017,0.0815259,0.00310234,0.0184422,-0.0799368,0.108093,0.0557774,-0.058895
O14351,-0.0392959,-0.0275794,0.242346,-0.177558,-0.197343,-0.194613,-0.255399,-0.0067195,-0.208283,0.211076,-0.0281241,0.267509,0.0186106,0.269566,0.0580914,0.11108,-0.0152149,0.219886,0.0526511,0.0509629,-0.192667,0.224739,0.128041,-0.106999
O14216,-0.019134,0.00289951,0.136363,-0.133454,-0.145777,-0.1336,-0.18355,0.00964866,-0.139779,0.123734,-0.0165937,0.18528,0.000238561,0.175654,0.0604115,0.0753323,-0.0274104,0.130519,0.0196982,0.0293754,-0.120091,0.152057,0.0787965,-0.0429679
Q09761,-0.0641636,0.0086778,0.197313,-0.159344,-0.165964,-0.128566,-0.219662,-0.0133352,-0.170642,0.15502,0.00922965,0.223074,0.00925937,0.210272,0.069666,0.103433,-0.031495,0.17858,0.0469637,0.047334,-0.146431,0.199845,0.131041,-0.0524317
P50582,-0.0848236,0.0114882,0.282455,-0.235012,-0.249093,-0.205782,-0.308042,-0.0172456,-0.223055,0.220169,-0.0291077,0.312486,0.00390395,0.298854,0.101759,0.131087,-0.0291405,0.244322,0.042521,0.0586581,-0.215555,0.278928,0.17886,-0.0936247
O94658,-0.0247159,-0.000846276,0.10347,-0.088397,-0.109694,-0.0766748,-0.145269,0.0113913,-0.100072,0.0878228,-0.0111654,0.155456,0.0225632,0.111198,0.0284189,0.0705082,-0.00247831,0.0916533,0.00785835,0.0142143,-0.0755184,0.0987703,0.0527278,-0.051047
Q9Y7X8,-0.0234404,-0.00845197,0.0867407,-0.0754798,-0.0643555,-0.0569698,-0.113146,-0.000846885,-0.0773123,0.0504155,-0.00516035,0.111947,0.010417,0.0958435,0.00749939,0.0183799,0.00342492,0.0901996,0.0111808,0.0285842,-0.0535527,0.0838708,0.0668009,-0.0483701
O14248,-0.0296658,-0.00783159,0.12153,-0.0968592,-0.151467,-0.123239,-0.169055,-0.0234589,-0.119018,0.116662,-0.00204106,0.16173,0.00293814,0.160468,0.0340015,0.0607284,-0.00385508,0.121037,0.00852431,0.0132872,-0.105581,0.139144,0.108592,-0.0699803
Q9UQY9,-0.0632544,-0.00286565,0.170181,-0.169887,-0.17106,-0.14554,-0.23832,-0.00578322,-0.187369,0.172052,0.012386,0.213409,-0.00754926,0.230534,0.0395768,0.0662256,-0.00721152,0.187286,0.0192305,0.0423642,-0.165002,0.187208,0.127713,-0.0501406
Q9Y7J1,-0.0577176,0.0129525,0.204831,-0.172632,-0.208562,-0.161257,-0.246608,-0.00953053,-0.192155,0.15944,-0.00709196,0.243984,-0.00743081,0.247935,0.0529558,0.0780695,-0.0299304,0.190308,0.047078,0.0574222,-0.164908,0.209391,0.105176,-0.0817591
O13907,-0.0313748,0.00250988,0.112589,-0.0827572,-0.110697,-0.0749549,-0.117089,0.0034659,-0.0991951,0.102985,-0.0125595,0.111169,-0.00416143,0.13429,0.0426054,0.0621558,-0.00376285,0.0864914,0.026285,0.00383187,-0.0677036,0.094544,0.0752457,-0.0537798
Q9UT08,-0.181162,-0.000726324,0.839497,-0.648219,-0.804177,-0.662388,-0.974054,-0.0391798,-0.730372,0.732629,-0.0581442,1.01403,0.0578181,0.961673,0.291107,0.372322,-0.131128,0.798858,0.149567,0.193087,-0.638376,0.868912,0.516008,-0.322112
O59866,-0.04514,-0.0210078,0.12203,-0.123708,-0.135817,-0.121465,-0.159037,-0.010463,-0.104991,0.119214,0.00189417,0.154672,-0.000213289,0.139884,0.0635119,0.0625527,-0.000943641,0.109648,0.0255844,0.0174597,-0.107478,0.1515,0.0940771,-0.0519406
O13298,-0.0485321,0.0112978,0.235067,-0.200378,-0.248221,-0.195201,-0.302555,-0.0188921,-0.200526,0.227674,-0.0131841,0.301286,-0.00373583,0.302277,0.0931935,0.0968269,-0.028961,0.22919,0.038605,0.0694825,-0.182146,0.27331,0.139076,-0.100033
Q10290,-0.0467024,-0.0113913,0.246766,-0.199244,-0.230045,-0.192605,-0.270671,-0.0102694,-0.215908,0.220234,-0.022015,0.275817,0.0196616,0.276048,0.0697333,0.11752,-0.0372677,0.212344,0.0320063,0.0500559,-0.156936,0.238096,0.132468,-0.0709393
Q12704,-0.0173159,0.0115818,0.071992,-0.0832527,-0.0969268,-0.0602197,-0.0805135,-0.0212355,-0.0512359,0.057676,0.00202227,0.118363,-0.00193447,0.102457,0.0114171,0.0308026,-0.0219935,0.0627792,-0.00580028,0.0128338,-0.0595506,0.0701098,0.0649157,-0.0462502
O13282,-0.0614654,-0.0176422,0.198792,-0.158355,-0.194623,-0.181274,-0.251119,0.00766594,-0.193131,0.181031,-0.0183539,0.259427,0.00742767,0.225762,0.0729563,0.0882331,-0.0170526,0.206335,0.0461114,0.0271556,-0.177738,0.202433,0.12497,-0.0957506
O14064,-0.0427621,-0.0229464,0.22114,-0.177869,-0.201415,-0.171456,-0.25797,-0.0215053,-0.21582,0.20684,-0.00877249,0.266909,-0.00351459,0.262646,0.0942416,0.0847318,-0.0154796,0.221547,0.0409962,0.0453177,-0.149287,0.251829,0.138576,-0.0714451
Q9P7H1,-0.170435,-0.0106451,0.830416,-0.706193,-0.789846,-0.659449,-0.985436,-0.0448477,-0.730865,0.74258,-0.0458098,1.02683,0.0262202,0.970347,0.255552,0.384865,-0.119823,0.778033,0.127049,0.160833,-0.655712,0.87748,0.503698,-0.301311
O74338,-0.0662983,-0.000954122,0.194277,-0.162543,-0.179682,-0.157271,-0.247015,-0.0169966,-0.192029,0.172265,-0.00940861,0.236713,-0.00384122,0.244464,0.0841123,0.0844134,-0.0496287,0.193028,0.0423461,0.0583718,-0.167081,0.220721,0.13124,-0.0978471
O13650,-0.0320271,-0.00943755,0.0935749,-0.0997387,-0.119699,-0.093221,-0.114395,-0.0027677,-0.101971,0.0835439,-0.0165549,0.130613,-0.00868214,0.120102,0.0181815,0.0311896,-0.0116436,0.0961864,0.0349681,0.0134807,-0.0712227,0.0959968,0.068182,-0.0329604
O74883,-0.0375848,-0.00796165,0.133307,-0.11644,-0.131661,-0.109129,-0.170571,-0.0258172,-0.110255,0.121663,0.00143316,0.177747,0.00404336,0.168268,0.0600704,0.0474905,-0.0294286,0.152776,0.0332059,0.0437988,-0.0906178,0.135199,0.0984232,-0.0579646
Q10489,-0.0423558,0.0118378,0.113413,-0.0805686,-0.0894048,-0.0940183,-0.134612,-0.00906021,-0.0713577,0.110011,-0.00626495,0.14819,0.00802949,0.101572,0.0485056,0.0381539,-0.0312047,0.0952433,-0.000817537,0.0232191,-0.0863872,0.121147,0.0847646,-0.0285073
Q10140,-0.0371654,-0.00123973,0.0828745,-0.07577,-0.100413,-0.0953433,-0.138383,-0.00875263,-0.100417,0.104693,-0.0105795,0.130258,0.00258252,0.0991622,0.0383548,0.0476094,-0.0181166,0.103385,0.0198834,0.0202443,-0.0962597,0.113536,0.0700467,-0.0247114
Q9HE11,-0.0224477,0.0141893,0.108971,-0.0780479,-0.0929195,-0.0932311,-0.128989,-0.0207867,-0.100287,0.0927535,-0.0099388,0.108763,0.0146765,0.0936067,0.0211779,0.0488837,-0.0277104,0.116359,0.0382488,0.0303659,-0.0638322,0.0886278,0.0757385,-0.0288847
P40370,-0.0363334,0.00553055,0.134534,-0.0950785,-0.123023,-0.0931949,-0.178728,0.0101422,-0.13602,0.142737,0.00947257,0.152935,0.0199396,0.179081,0.0571468,0.0718773,-0.0334077,0.142055,0.0196656,0.0177701,-0.115053,0.161595,0.100521,-0.0566953
Q9P7A1,-0.02384,-0.00721551,0.173119,-0.12883,-0.133293,-0.140223,-0.20515,0.000590646,-0.129322,0.132928,0.0102429,0.185183,0.0080052,0.183381,0.0453232,0.0651844,-0.0129328,0.158317,0.0423342,0.0284329,-0.100212,0.183512,0.0807367,-0.0587498
P36612,-0.0565907,0.00752061,0.235436,-0.208782,-0.257158,-0.193542,-0.289783,-0.0199722,-0.233954,0.236404,-0.0262185,0.291852,0.0246936,0.277988,0.0746381,0.0989716,-0.0321014,0.254733,0.040726,0.0535383,-0.1773,0.274837,0.166907,-0.113635
O14217,-0.051789,-0.0248062,0.177171,-0.140454,-0.161908,-0.158525,-0.202367,0.008008,-0.181879,0.169703,-0.00573203,0.245531,-0.00677614,0.21124,0.0510385,0.0841467,-0.0320369,0.164903,0.0533221,0.046479,-0.152485,0.186608,0.109958,-0.0702472
O14460,-0.0466527,-0.0104384,0.148739,-0.141426,-0.174198,-0.14819,-0.200853,-0.00754321,-0.15524,0.12649,0.00266001,0.218247,0.0063305,0.187978,0.0576501,0.0695453,-0.0137003,0.144459,0.0416474,0.0366473,-0.113123,0.160656,0.104357,-0.0663155
O14269,-0.00728114,0.00551788,0.0781213,-0.054373,-0.0577399,-0.0578504,-0.090998,-0.0190041,-0.0520632,0.0728233,-0.00378129,0.0993476,-0.00296619,0.073074,0.0349522,0.0425263,0.000949638,0.0529818,0.0304158,-0.00385073,-0.0470657,0.0818665,0.0440507,-0.0392258
Q9P3T6,-0.0156589,-0.0183805,0.115967,-0.10047,-0.125531,-0.105895,-0.137876,-0.0128459,-0.083202,0.114666,-0.0121872,0.14299,0.00866541,0.142191,0.0245184,0.05217,-0.036453,0.101416,0.02033,0.0462378,-0.0827028,0.121782,0.0879312,-0.0441864
O60179,-0.00411759,0.00851465,0.112273,-0.0736162,-0.0807506,-0.0880285,-0.123625,-0.013292,-0.0881885,0.0967169,-0.0245654,0.129072,0.00609551,0.0965556,0.0118329,0.0306187,0.00263243,0.108416,0.0154248,0.00821858,-0.0958656,0.127348,0.0755181,-0.0188399
O42937,-0.0171933,0.00947006,0.101168,-0.0819749,-0.0897673,-0.0980887,-0.122857,0.00960862,-0.0810458,0.108551,-0.016498,0.109384,0.0232993,0.108726,0.0182205,0.0343534,-0.0365107,0.12201,0.030496,0.0381647,-0.0964205,0.107256,0.0471983,-0.0301091
O94272,-0.0149777,0.00976976,0.0888148,-0.101992,-0.090018,-0.0938469,-0.133096,-0.0101378,-0.0935173,0.0977142,-0.0230387,0.112701,-0.00796825,0.109448,0.0499886,0.0287179,-0.0106706,0.116194,0.00298026,0.0146699,-0.0716186,0.0936529,0.0673334,-0.0198454
Q10282,-0.061512,0.00356855,0.204891,-0.177115,-0.197654,-0.150769,-0.209112,-0.0167708,-0.15155,0.177773,0.00971644,0.252714,0.0242442,0.20982,0.0563724,0.101054,-0.0252166,0.185063,0.0262127,0.0572482,-0.130093,0.222556,0.122255,-0.0861861
Q9C100,-0.0227787,-0.0252439,0.172224,-0.163866,-0.179873,-0.149452,-0.20095,-0.024691,-0.156153,0.169571,-0.0171272,0.197292,0.0269952,0.189386,0.0611971,0.0621598,-0.0218557,0.162214,0.0478058,0.0247853,-0.153018,0.195477,0.105291,-0.0626274
O13898,-0.028519,0.00793926,0.208393,-0.154193,-0.179545,-0.17025,-0.243607,-0.022595,-0.192593,0.183066,-0.00855567,0.229013,0.0110175,0.247821,0.0880868,0.106398,-0.0261859,0.19497,0.047919,0.0279616,-0.151898,0.234806,0.130913,-0.0901338
O43009,-0.0144482,-0.00547171,0.110397,-0.0850825,-0.117469,-0.0746468,-0.14352,-0.0147805,-0.0886043,0.0982953,0.00078134,0.152001,0.00613561,0.118959,0.0418507,0.0460337,-0.00115682,0.113422,0.0119437,0.0226735,-0.0937983,0.114728,0.090629,-0.0476316
O74975,-0.0121983,-0.0203314,0.100114,-0.0937401,-0.0899462,-0.0923613,-0.118015,-0.00566984,-0.0990715,0.0938692,-0.00685991,0.11308,0.0041459,0.132307,0.04417,0.031673,-0.0215689,0.0905765,0.0354532,0.0380339,-0.0807091,0.106507,0.0799622,-0.0492219
O94565,-0.0117032,-0.0174164,0.0981092,-0.116518,-0.0940633,-0.0918479,-0.132176,0.0197648,-0.121036,0.101384,-0.00283533,0.136927,-0.00426417,0.11658,0.0590068,0.0513159,-0.0304427,0.123104,0.0275348,0.0431383,-0.0786373,0.139581,0.0568527,-0.0589854
O74439,-0.0389538,-0.0205854,0.071375,-0.0847407,-0.0931594,-0.0592194,-0.111341,-0.00298447,-0.0716424,0.0862278,0.0151669,0.107347,0.00800035,0.0897169,0.0218704,0.0386773,-0.0224348,0.0823846,0.0155086,0.02937,-0.0469053,0.0728211,0.0673737,-0.0120712
Q9USP6,-0.0274663,0.00434752,0.0999044,-0.109523,-0.109068,-0.0782113,-0.119099,-0.0102818,-0.0893902,0.0747238,0.000196938,0.143761,-0.015693,0.115471,0.0454331,0.0432906,0.00347828,0.104755,0.0220931,0.038341,-0.0685042,0.133417,0.0547211,-0.025919
O74919,-0.0541915,-0.00911723,0.226113,-0.192685,-0.233072,-0.160722,-0.266649,0.00510527,-0.203706,0.19394,-0.0244017,0.258537,0.019041,0.278869,0.0566034,0.0963291,-0.0185899,0.226817,0.0524021,0.0679119,-0.193539,0.228645,0.138932,-0.094525
O13823,-0.0299838,-0.0133022,0.161348,-0.129666,-0.142529,-0.141845,-0.184889,0.00448349,-0.126866,0.163678,0.00330628,0.183986,-0.00812183,0.201546,0.0506407,0.0744839,-0.0454797,0.178932,0.00853507,0.0361635,-0.14318,0.182534,0.10321,-0.0462684
O13853,-0.0526088,-0.0145693,0.164174,-0.123928,-0.135143,-0.114564,-0.195253,-0.0251474,-0.141636,0.156597,-0.0273457,0.208976,0.0041503,0.208008,0.0543087,0.0775561,-0.0448907,0.177327,0.011941,0.0193833,-0.108744,0.168312,0.0901937,-0.0469283
Q9Y7U6,-0.0407828,-0.00158502,0.241875,-0.206812,-0.239816,-0.181314,-0.277514,-0.0215703,-0.185532,0.208729,-0.0317074,0.276543,0.00787294,0.276273,0.0695617,0.0861802,-0.0287595,0.241308,0.0400015,0.055178,-0.195939,0.257876,0.144009,-0.0782448
Q9HDU3,-0.0353918,-0.00179377,0.103814,-0.0790567,-0.103768,-0.0579973,-0.125277,0.00111317,-0.0856095,0.10512,0.00946927,0.134432,0.00427562,0.108734,0.030203,0.0643324,-0.0309534,0.0886008,0.00763144,0.0334786,-0.0658272,0.0881142,0.0796223,-0.0188764
Q9UU77,-0.0210975,-0.00688047,0.1018,-0.0869527,-0.0999718,-0.0572958,-0.13143,-0.0122107,-0.0971174,0.100491,-0.0206693,0.103815,0.0234944,0.124443,0.0332714,0.0254552,-0.0222921,0.0981356,0.0321322,0.0191845,-0.095711,0.116313,0.0446064,-0.051983
O60055,-0.00347665,-0.0136833,0.0807104,-0.0798382,-0.0694251,-0.0688317,-0.0790393,-0.00433138,-0.0759439,0.0702121,-0.0101374,0.07715,0.0130906,0.0876943,0.03283,0.0192464,-0.00535288,0.0691454,0.00526363,0.0135943,-0.0643047,0.0910881,0.0542616,-0.0415929
Q09188,-0.0123769,-0.00591016,0.108929,-0.0870074,-0.0756132,-0.0919084,-0.127397,0.0105257,-0.0885713,0.0902118,-0.0133145,0.138335,0.0110894,0.107087,0.0343545,0.0566878,-0.00919863,0.0940341,-0.00111491,0.0214907,-0.0621556,0.0902675,0.0656955,-0.0172476
Q09815,-0.0378307,-0.0138628,0.151169,-0.157647,-0.143271,-0.12474,-0.203186,-0.00306701,-0.13745,0.126608,-0.00339696,0.224986,0.0140138,0.191015,0.0676323,0.0634129,-0.0302061,0.149742,0.0493535,0.0306354,-0.119321,0.196904,0.0916682,-0.077241
O74360,-0.0528944,-0.0231843,0.208535,-0.152636,-0.177474,-0.178565,-0.232689,0.000510293,-0.181392,0.196116,-0.0264477,0.239373,0.0170973,0.230778,0.0656005,0.0983055,-0.0301578,0.200224,0.0498999,0.0366337,-0.15122,0.200561,0.136354,-0.096273
Q10106,-0.0234426,-0.0142322,0.106518,-0.0782281,-0.103655,-0.0751111,-0.135969,-0.00966888,-0.0888843,0.109722,0.0030211,0.149795,0.0117118,0.145387,0.0192539,0.0541985,0.00369619,0.119064,0.0103972,0.0401059,-0.0979968,0.112307,0.0915241,-0.0526917
P07669,-0.0278163,0.0162617,0.11042,-0.0776318,-0.094006,-0.0926356,-0.158333,0.00659067,-0.117397,0.121558,0.0092278,0.149892,0.0228859,0.132508,0.0542745,0.036271,-0.031353,0.0988541,0.0057064,0.0263434,-0.0834341,0.126312,0.0536086,-0.0355797
P10815,-0.0633458,0.0114784,0.329078,-0.282541,-0.331666,-0.287293,-0.411877,-0.0284499,-0.299672,0.299927,-0.0188948,0.433037,0.0284738,0.389317,0.120422,0.156687,-0.0684109,0.334544,0.0606531,0.0847209,-0.267934,0.369653,0.211248,-0.142567
P10505,-0.041283,-0.0196786,0.225106,-0.195426,-0.241593,-0.197116,-0.26526,-0.0121718,-0.208304,0.191805,-0.00600747,0.280829,0.0212357,0.272587,0.0617694,0.128801,-0.0529608,0.234401,0.0541301,0.0381379,-0.190157,0.266163,0.131442,-0.0774216
