protein,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24
P32569,-0.0675698,-0.24564,-0.0943339,-0.165453,0.156758,0.350745,-0.280094,-0.0136684,-0.0581078,0.3851,0.129873,0.100342,-0.134171,0.0473605,0.0333648,-0.169321,-0.1958,0.0883057,-0.306947,0.481992,0.100654,0.0347341,0.00195098,-0.184391
P20484,-0.0627249,-0.218372,-0.0873511,-0.12076,0.0992201,0.272521,-0.202211,-0.0105667,-0.0536226,0.308,0.0981584,0.048103,-0.128179,0.0292896,0.0309938,-0.115917,-0.146413,0.0697848,-0.232945,0.349079,0.0671154,0.0230981,-0.00705093,-0.127743
Q06511,-0.0241891,-0.151431,-0.068711,-0.0846554,0.0953791,0.23423,-0.175472,0.00797668,-0.0425547,0.23347,0.0632323,0.073732,-0.0786149,0.0369371,0.0202212,-0.125748,-0.117183,0.0732083,-0.215723,0.314643,0.0692685,0.0400102,-0.0106008,-0.0978136
P47119,-0.00630912,-0.0713352,-0.0248149,-0.0324754,0.0647381,0.1135,-0.105739,0.00512497,0.00226904,0.113082,0.0365228,0.0483534,-0.0486533,0.000617938,0.029134,-0.0510592,-0.0652801,0.0161668,-0.106586,0.144578,0.0230105,-0.00341679,-0.00458264,-0.0616153
P16140,-0.0685024,-0.198495,-0.0718923,-0.107078,0.137438,0.328204,-0.237071,0.0105051,-0.0519026,0.316489,0.0920423,0.074098,-0.112995,0.0479708,0.0411696,-0.135603,-0.181028,0.0700263,-0.25334,0.385178,0.0858086,0.0156585,-0.00503448,-0.159144
Q12446,-0.088046,-0.357894,-0.129526,-0.198055,0.180789,0.475443,-0.369943,-0.0180227,-0.0674338,0.497237,0.161967,0.105334,-0.194523,0.0677039,0.0722219,-0.209137,-0.261988,0.128807,-0.409328,0.647756,0.127046,0.0473866,-0.0039405,-0.237028
Q12192,-0.0320112,-0.105994,-0.0483944,-0.0753083,0.041992,0.135074,-0.121049,-0.021757,-0.0265654,0.152698,0.0567189,0.04257,-0.0473452,-0.00230401,-0.00371495,-0.0730651,-0.0835366,0.0209237,-0.119943,0.186068,0.0269378,0.0143301,-0.00756,-0.0624476
P06700,-0.0409199,-0.277119,-0.126104,-0.176378,0.151902,0.371372,-0.282636,-0.00821606,-0.0582656,0.386099,0.128712,0.108466,-0.169262,0.0579758,0.0401183,-0.182042,-0.184522,0.069625,-0.323074,0.483084,0.105928,0.0273706,0.00355436,-0.188515
P22138,-0.0517873,-0.241359,-0.100323,-0.132876,0.146711,0.361055,-0.261033,-0.00583097,-0.0431747,0.354481,0.102153,0.100221,-0.140079,0.0494233,0.0249215,-0.179811,-0.177503,0.0939677,-0.308626,0.434515,0.117851,0.0173853,-0.000752002,-0.181967
P33313,-0.0443127,-0.175888,-0.0733629,-0.0987491,0.103273,0.232636,-0.206838,0.00391757,-0.022968,0.253628,0.059894,0.0753015,-0.0932638,0.0400855,0.0356751,-0.0983838,-0.106686,0.0712255,-0.225304,0.310693,0.0613707,0.0205487,0.0210778,-0.116502
P23292,-0.11069,-0.571217,-0.233362,-0.326166,0.301546,0.78631,-0.610185,-0.000987793,-0.100846,0.79748,0.253003,0.182389,-0.305014,0.0893747,0.0828421,-0.350755,-0.405263,0.193107,-0.678416,0.991875,0.215693,0.0771558,0.00815448,-0.371546
Q12443,-0.00725026,-0.139694,-0.0699349,-0.0558389,0.0856368,0.165977,-0.142182,-0.00377255,-0.0400247,0.184794,0.0348079,0.0599732,-0.0729708,0.0265989,0.00271305,-0.0635986,-0.110444,0.0471282,-0.141026,0.227168,0.045689,0.0343055,-0.00193425,-0.0776557
P39954,-0.0548745,-0.176436,-0.0705473,-0.0954792,0.115649,0.284295,-0.230556,-0.0152263,-0.0270863,0.301799,0.0819133,0.0479698,-0.11063,0.0215426,0.0447038,-0.125963,-0.138357,0.058567,-0.231364,0.361171,0.0815083,0.03021,0.0117734,-0.140822
P39517,-0.107203,-0.446127,-0.210298,-0.283903,0.251881,0.665469,-0.514144,0.000190051,-0.0834207,0.692438,0.192148,0.156294,-0.252322,0.0562812,0.0815467,-0.301324,-0.327546,0.154146,-0.561462,0.861453,0.204878,0.0476007,0.0113547,-0.309455
P07703,-0.0663578,-0.286301,-0.124984,-0.171584,0.160312,0.395781,-0.289524,0.00539975,-0.0387345,0.416737,0.116198,0.0922621,-0.149663,0.0512191,0.0358092,-0.176225,-0.218938,0.105222,-0.347398,0.501987,0.0937718,0.0465219,0.00166708,-0.179332
P10664,-0.0586681,-0.243658,-0.129777,-0.144194,0.136274,0.387655,-0.30782,-0.000179402,-0.0400896,0.376254,0.109844,0.100002,-0.174463,0.0385048,0.0319913,-0.181825,-0.216848,0.102801,-0.335613,0.494132,0.11471,0.0381436,0.00326422,-0.197714
P05750,-0.0580269,-0.299781,-0.138662,-0.184976,0.189792,0.436411,-0.317074,-0.0266249,-0.0638344,0.417012,0.15137,0.0840093,-0.167879,0.0374442,0.0350707,-0.203031,-0.235486,0.103197,-0.365746,0.536927,0.113006,0.0506418,0.000824906,-0.207683
Q08444,-0.0315432,-0.147532,-0.0445575,-0.069088,0.0863544,0.21484,-0.148105,-0.018946,-0.0160272,0.232355,0.0684641,0.0579811,-0.0898293,0.028963,0.0374535,-0.111305,-0.120942,0.0485036,-0.180202,0.276216,0.0415622,0.0164018,-0.0140891,-0.115695
Q02794,-0.0473846,-0.2038,-0.0905234,-0.101712,0.136085,0.282713,-0.23756,-0.0155176,-0.0576728,0.319093,0.0954534,0.0468905,-0.115121,0.0275987,0.053773,-0.146842,-0.137758,0.0674643,-0.258798,0.394572,0.103326,0.0486869,0.0195162,-0.13354
P38853,-0.0595839,-0.288436,-0.108925,-0.179615,0.177835,0.386797,-0.298158,-0.0187477,-0.0728686,0.412436,0.139911,0.0737749,-0.178496,0.0347388,0.0660192,-0.204193,-0.214268,0.0975002,-0.331298,0.540194,0.113696,0.0557282,-0.00740672,-0.217741
P43573,-0.0828874,-0.286703,-0.132506,-0.18791,0.168549,0.413122,-0.324325,0.0139473,-0.0458091,0.450336,0.154518,0.103199,-0.196776,0.0341693,0.0366255,-0.180884,-0.209333,0.0818319,-0.382931,0.550565,0.139101,0.0440395,-0.00103935,-0.206245
Q3E795,-0.0209942,-0.0961273,-0.0192586,-0.0461027,0.0658154,0.0987856,-0.106644,0.0155334,-0.0282325,0.124051,0.035707,0.0364384,-0.0487719,-0.00522749,-0.00761795,-0.0552231,-0.0702717,0.041896,-0.109441,0.163003,0.0183515,-0.00104846,0.00326123,-0.0593171
P10962,-0.014566,-0.118453,-0.0330917,-0.0527583,0.0626684,0.176454,-0.115276,5.09573e-05,-0.0277966,0.184936,0.0638485,0.0211032,-0.0812256,0.0227522,0.00930829,-0.0588388,-0.0948328,0.0312352,-0.137796,0.19395,0.0592694,0.0221416,0.00975774,-0.0868504
P32464,-0.0439526,-0.163655,-0.0577874,-0.107781,0.0699936,0.233017,-0.18033,0.0113569,-0.0405975,0.245665,0.0787432,0.0672836,-0.112607,0.00859185,0.0355371,-0.0951548,-0.105249,0.0585883,-0.204567,0.284849,0.0713945,0.0198965,0.0211945,-0.0992183
Q03063,-0.0651747,-0.261668,-0.0921878,-0.172601,0.154029,0.39679,-0.281376,0.012121,-0.0654427,0.378955,0.112895,0.105885,-0.16118,0.02437,0.0597793,-0.190337,-0.194816,0.107738,-0.312951,0.492693,0.102244,0.0410834,-0.0119036,-0.202109
P38340,-0.0747347,-0.26718,-0.0963852,-0.144944,0.139396,0.391403,-0.286121,-0.012578,-0.033728,0.397467,0.128731,0.0691741,-0.154386,0.0589611,0.0586467,-0.194694,-0.20864,0.0881256,-0.314801,0.515296,0.119209,0.0292751,-0.0041405,-0.199841
Q03769,-0.0236818,-0.183699,-0.0603691,-0.0906543,0.104539,0.252692,-0.210497,-0.0169701,-0.0288196,0.257193,0.0885707,0.0713146,-0.122897,0.0439727,0.0251776,-0.115113,-0.133365,0.0647425,-0.191618,0.315867,0.0612091,0.0221307,0.0153438,-0.110166
P00360,-0.0481957,-0.188869,-0.068086,-0.118087,0.133522,0.261041,-0.203,0.0168988,-0.0441305,0.287597,0.0916644,0.0421434,-0.122478,0.0439043,0.0129329,-0.13135,-0.166395,0.0769618,-0.24018,0.353184,0.0630723,0.0191283,-0.0121115,-0.139568
Q04902,-0.0662058,-0.190962,-0.0758794,-0.137358,0.101894,0.308615,-0.210629,0.00826072,-0.0316289,0.300562,0.101309,0.0502101,-0.130322,0.0297017,0.0248251,-0.126011,-0.166127,0.0718507,-0.269784,0.386352,0.0670857,0.0309945,0.0221221,-0.132046
P43545,-0.0324403,-0.167634,-0.0580104,-0.0916268,0.0990636,0.26609,-0.208868,-0.0165718,-0.0221971,0.268273,0.0785625,0.0504853,-0.117416,0.040086,0.0248804,-0.124415,-0.118257,0.0605072,-0.214109,0.337822,0.0895985,0.0264111,-0.00299423,-0.141807
P43544,-0.0518899,-0.202346,-0.0667374,-0.0970247,0.109245,0.266459,-0.196575,0.0161039,-0.0442172,0.246387,0.0720608,0.0799915,-0.103033,0.0145763,0.0470855,-0.126008,-0.140746,0.0672299,-0.204439,0.336039,0.0914785,0.0406704,-0.00887036,-0.139674
P42842,-0.0441565,-0.165783,-0.0666295,-0.0885902,0.0777092,0.200994,-0.144361,-0.0220392,-0.00725619,0.189201,0.0536115,0.0358126,-0.0763029,0.0318055,0.0239214,-0.0918104,-0.125872,0.0678906,-0.184056,0.282216,0.0778154,0.0206019,-0.0164552,-0.119166
P46654,-0.0432138,-0.146899,-0.0599994,-0.0671138,0.0721576,0.212536,-0.133262,0.0149984,-0.0304273,0.205496,0.0751634,0.0620213,-0.0974577,0.0302028,0.0333678,-0.0808585,-0.10412,0.0519494,-0.147346,0.252184,0.0467086,-0.00100787,-0.00458876,-0.112929
P36034,-0.0419283,-0.123713,-0.0512116,-0.0696837,0.0583037,0.198815,-0.161365,-0.0101255,-0.021373,0.191645,0.0588376,0.0543995,-0.083565,0.011392,0.000130615,-0.102992,-0.0822865,0.0264174,-0.170316,0.217293,0.0508056,0.0291662,0.0174996,-0.0906829
P21524,-0.047067,-0.168387,-0.0542519,-0.109962,0.114838,0.224762,-0.175048,-0.00308801,-0.0170214,0.231686,0.058799,0.0583851,-0.0861504,0.0295393,0.0267249,-0.0938752,-0.126656,0.042038,-0.219882,0.315943,0.0527721,0.00609211,0.0116452,-0.105685
P40363,-0.0171802,-0.145987,-0.0686596,-0.099618,0.0854309,0.20436,-0.138777,0.00985773,-0.0286558,0.202602,0.0779605,0.0344313,-0.0680666,0.00313567,0.00980125,-0.0801279,-0.0959942,0.0259416,-0.177445,0.242345,0.0429034,0.03262,0.0101054,-0.094472
Q04734,-0.0271683,-0.0967669,-0.0371761,-0.0617058,0.0530489,0.17632,-0.102961,0.00137097,-0.025218,0.164562,0.0680499,0.0419507,-0.0659222,0.0309639,0.0236452,-0.0624679,-0.0695426,0.0559424,-0.143978,0.193112,0.0599732,0.0136393,0.0142727,-0.0776739
P25355,-0.00509241,-0.100046,-0.0521169,-0.0431551,0.036802,0.104765,-0.0869274,-0.0202993,0.000502982,0.109485,0.0562802,0.0309777,-0.0361029,0.0086143,0.00783161,-0.0694982,-0.0421586,0.0297321,-0.113371,0.166021,0.0433742,0.00399159,0.0158847,-0.0718811
P53959,-0.0371712,-0.162915,-0.0685871,-0.0897359,0.0947948,0.246118,-0.178513,-0.00220544,-0.0322376,0.253648,0.0902403,0.0440846,-0.081489,0.0240586,0.0122481,-0.113563,-0.120439,0.0648953,-0.200948,0.300432,0.0724492,0.0428546,0.0193784,-0.128365
Q02932,-0.0274303,-0.136966,-0.068755,-0.0734366,0.059696,0.175694,-0.131145,-0.01758,-0.00642422,0.180765,0.0588782,0.0507667,-0.0836761,0.0175014,0.0310992,-0.10109,-0.0987563,0.0460688,-0.170929,0.24182,0.0545015,0.0306151,-0.0174377,-0.0912797
P48837,-0.0450004,-0.19694,-0.0850334,-0.0904204,0.132069,0.284015,-0.209987,-0.0146299,-0.0334584,0.299479,0.0889668,0.0525496,-0.115283,0.0187523,0.0123461,-0.115749,-0.127045,0.0499144,-0.226991,0.371738,0.0782893,0.0351576,0.0209658,-0.149822
P38236,-0.0674306,-0.33074,-0.15348,-0.19441,0.193959,0.476094,-0.380625,-0.0138777,-0.0710333,0.478194,0.168558,0.092579,-0.191682,0.052502,0.038557,-0.223365,-0.267402,0.134774,-0.427147,0.63385,0.123863,0.0276993,-0.0142971,-0.234226
P39676,-0.0536621,-0.208353,-0.103818,-0.121057,0.133944,0.31513,-0.226446,0.0153372,-0.0228745,0.291567,0.090245,0.0563745,-0.114877,0.0252796,0.0200738,-0.128966,-0.174909,0.0505632,-0.242977,0.38502,0.0892769,0.0100756,0.0212985,-0.157098
P41940,-0.0469204,-0.253607,-0.127878,-0.165883,0.175673,0.35374,-0.292224,-0.0228179,-0.0666804,0.367744,0.137216,0.0668961,-0.172378,0.0505876,0.0517503,-0.194102,-0.195868,0.0765537,-0.339229,0.469961,0.119936,0.0241406,-0.0165414,-0.198368
Q06672,-0.018587,-0.140201,-0.0606775,-0.0976139,0.0942309,0.182807,-0.165677,0.000557829,-0.0217047,0.203869,0.0555111,0.0303853,-0.0789675,0.0115306,0.0270026,-0.0848054,-0.10297,0.0599544,-0.185134,0.276444,0.051718,0.0331092,0.00113395,-0.113829
Q01590,-0.068169,-0.28121,-0.112042,-0.159165,0.183364,0.422998,-0.328424,-0.00271706,-0.0333461,0.432271,0.147005,0.0995106,-0.18162,0.0416366,0.0630832,-0.202125,-0.211234,0.075337,-0.342039,0.519867,0.122592,0.0292314,-0.00938678,-0.220535
P47057,-0.0524143,-0.203177,-0.0676367,-0.112544,0.122179,0.249538,-0.218188,-0.0169734,-0.0470067,0.292507,0.100453,0.042581,-0.0995033,0.0107358,0.0280079,-0.137912,-0.157077,0.0808396,-0.238935,0.326695,0.0967717,0.0150525,0.018425,-0.131529
Q12380,-0.0503014,-0.158143,-0.0735943,-0.0878226,0.0933163,0.241897,-0.181639,0.0120392,-0.030893,0.226994,0.060426,0.0729863,-0.106335,0.011685,0.0108525,-0.131928,-0.144996,0.0644893,-0.223301,0.297286,0.0754297,0.00793167,-0.0155076,-0.136907
P08524,-0.0491108,-0.180013,-0.0769031,-0.114807,0.133432,0.288735,-0.199952,-0.0058965,-0.0179819,0.27171,0.0992309,0.0529285,-0.107472,0.045071,0.0401528,-0.1482,-0.141879,0.0718623,-0.222662,0.340794,0.0857341,0.0269663,0.0198897,-0.123353
P43588,-0.132995,-0.61406,-0.260356,-0.354652,0.354921,0.845703,-0.657929,-0.0103329,-0.0998173,0.84287,0.245428,0.210414,-0.353837,0.06932,0.104868,-0.378803,-0.442102,0.214735,-0.689179,1.06903,0.25623,0.0593062,0.0103128,-0.400648
P40555,-0.0535296,-0.152163,-0.0541082,-0.0810359,0.0840594,0.229884,-0.180228,0.00395002,-0.0229368,0.251956,0.0887177,0.0712345,-0.0884555,0.0242835,0.0344532,-0.0911591,-0.116159,0.0559524,-0.183726,0.281678,0.0702323,0.0142931,0.00609197,-0.128066
P33299,-0.0522492,-0.272855,-0.0973598,-0.135714,0.161745,0.35559,-0.26179,-0.00566152,-0.0666945,0.353747,0.111064,0.0851499,-0.16742,0.0248715,0.0427497,-0.152776,-0.203086,0.0866837,-0.285531,0.469034,0.120717,0.0379418,0.0128437,-0.193854
P38316,-0.0404681,-0.294509,-0.110825,-0.135799,0.144879,0.392199,-0.287397,0.0114166,-0.0415174,0.38316,0.109699,0.0855213,-0.16979,0.0349014,0.025082,-0.19907,-0.215309,0.0735859,-0.332608,0.499321,0.107962,0.0448592,-0.0112975,-0.197476
Q3E826,-0.023942,-0.0894924,-0.0185124,-0.0475715,0.0368216,0.112043,-0.0591954,-0.0181764,0.00569311,0.0806405,0.0324422,0.0428634,-0.046464,0.0244977,0.0174902,-0.0652832,-0.0410708,0.0125594,-0.0843121,0.141553,0.0258474,0.0249072,-0.014415,-0.0523929
P41277,-0.0381871,-0.187113,-0.0966777,-0.0952952,0.102951,0.257382,-0.221703,-0.00794979,-0.0524927,0.26714,0.0715279,0.0704856,-0.111796,0.0356841,0.0232263,-0.110799,-0.141099,0.0716499,-0.227996,0.338922,0.0866373,0.0353337,-0.00658696,-0.127928
P0CX24,-0.020541,-0.168886,-0.0931226,-0.104553,0.094994,0.259947,-0.196783,-0.0118014,-0.0358036,0.264991,0.0850178,0.0531675,-0.1011,0.0355365,0.0452377,-0.117105,-0.116433,0.0437136,-0.225281,0.33487,0.0911406,0.0304438,-0.00221432,-0.118295
Q03722,-0.0259792,-0.0699685,-0.0442221,-0.02248,0.0481227,0.0991517,-0.070925,0.0138177,-0.019308,0.111507,0.0308627,0.0160909,-0.0505013,0.0110494,0.00707629,-0.037929,-0.067577,0.0338702,-0.0904035,0.13692,0.0272432,0.00986631,0.00734789,-0.0551504
Q12232,-0.0249885,-0.186565,-0.0837048,-0.0994667,0.12582,0.281595,-0.184438,-0.0127582,-0.0401039,0.289163,0.0828213,0.0383858,-0.128633,0.0278307,0.0422786,-0.112786,-0.121662,0.0615965,-0.229148,0.3301,0.0918347,0.0191837,-0.0136596,-0.115789
P53691,-0.0448938,-0.209584,-0.0979445,-0.11286,0.120442,0.2753,-0.205768,0.00931297,-0.0388393,0.280239,0.0956785,0.0430236,-0.119633,0.0166177,0.040089,-0.112515,-0.157883,0.0678041,-0.224125,0.347405,0.0682582,0.0459758,0.0116499,-0.138496
P38795,-0.0473247,-0.137653,-0.0551725,-0.0942967,0.0834436,0.197209,-0.160555,-0.0126934,-0.030792,0.209565,0.0500103,0.0282327,-0.0869625,0.0297411,0.0313098,-0.0905078,-0.0962939,0.0316279,-0.197062,0.260877,0.071518,0.00473018,-0.00474002,-0.123645
Q12218,-0.0155206,-0.134788,-0.0672928,-0.0553471,0.0629055,0.163705,-0.130878,-0.016213,-0.0382123,0.183812,0.0476817,0.0554671,-0.0916321,0.0266818,0.0324324,-0.070081,-0.077143,0.051954,-0.157387,0.214163,0.0428782,0.0314974,0.0182791,-0.0712676
P53303,-0.0357471,-0.145485,-0.0755605,-0.0925327,0.0812885,0.173584,-0.145173,-0.0244038,-0.0340621,0.20881,0.0511559,0.0229436,-0.0591851,0.00135222,0.00112345,-0.103276,-0.112741,0.0525329,-0.149889,0.246109,0.0738768,0.0115896,-0.00761036,-0.108296
P03881,-0.0214957,-0.0927839,-0.0421129,-0.0323377,0.0462221,0.13319,-0.078489,0.00166088,-0.0175602,0.121536,0.0368445,0.040275,-0.0390897,-0.00740136,0.0324188,-0.0582542,-0.0473547,0.0321805,-0.0898259,0.161529,0.022685,0.0295669,0.0154403,-0.048766
P35719,-0.0682789,-0.238237,-0.0999225,-0.136497,0.143889,0.34788,-0.250472,-0.0159249,-0.057597,0.340641,0.103607,0.0667988,-0.139038,0.0523536,0.0327246,-0.171962,-0.153217,0.0576976,-0.288815,0.411554,0.112286,0.039102,-0.00510197,-0.171359
P38197,-0.0450369,-0.172864,-0.0534843,-0.106831,0.0767523,0.236368,-0.187141,0.000695587,-0.0124884,0.22209,0.0593373,0.0391086,-0.108073,0.021253,0.0132131,-0.105055,-0.114149,0.0684951,-0.197536,0.28974,0.0750924,0.0237103,-0.017696,-0.100199
P08458,-0.0447431,-0.277936,-0.0991823,-0.169607,0.16378,0.38693,-0.286491,0.0150189,-0.0586277,0.374748,0.123985,0.0790209,-0.165185,0.0304834,0.0348208,-0.190374,-0.183237,0.0700332,-0.325097,0.506354,0.0988876,0.0148487,0.00844114,-0.186374
P14680,-0.0444392,-0.274627,-0.120147,-0.140614,0.178181,0.403483,-0.287609,-0.0256561,-0.058033,0.394123,0.11144,0.093457,-0.174889,0.0575551,0.0633258,-0.172822,-0.195073,0.0947531,-0.319329,0.492694,0.116967,0.0495721,0.00779754,-0.195285
P43591,-0.0259418,-0.0727715,-0.0408714,-0.0355828,0.0569601,0.132846,-0.108364,-0.00687105,-0.000229664,0.143563,0.0188788,0.0194939,-0.0315877,0.00809386,0.0176133,-0.0681252,-0.047242,0.0356782,-0.0838515,0.146635,0.0534856,0.0255627,0.0168531,-0.079078
P53209,-0.0155232,-0.105515,-0.0484875,-0.0774512,0.0523806,0.181002,-0.11348,-0.00576721,-0.0206698,0.153353,0.0304768,0.042339,-0.0581659,0.0059949,0.0349603,-0.0890988,-0.0694345,0.0323791,-0.129137,0.223908,0.066327,0.0285913,0.0164619,-0.0730653
P53840,-0.0493692,-0.156812,-0.0476366,-0.0983564,0.103141,0.242032,-0.189113,-0.0228407,-0.0500339,0.24803,0.0595431,0.0372108,-0.111688,0.0354263,0.0401456,-0.107191,-0.115805,0.0629805,-0.192129,0.28032,0.059696,0.0362051,-0.00608334,-0.105813
P36527,-0.0589844,-0.168797,-0.089016,-0.0898054,0.0958092,0.241055,-0.216497,0.000200168,-0.0295491,0.282226,0.0755948,0.0570028,-0.110134,0.0263753,0.0436424,-0.116314,-0.137816,0.0565981,-0.202716,0.313482,0.083374,0.0331847,0.011765,-0.128495
Q12368,-0.0501489,-0.193948,-0.0658233,-0.0920196,0.088839,0.266684,-0.188125,0.013056,-0.0197423,0.240863,0.0923622,0.0634318,-0.110444,0.0332804,0.0350628,-0.129481,-0.127449,0.0538743,-0.210969,0.332812,0.0550596,0.0398741,-0.00867711,-0.112632
Q12420,-0.0430665,-0.251305,-0.106731,-0.127965,0.128982,0.369151,-0.272135,-0.0212834,-0.034736,0.387101,0.116799,0.0804632,-0.168951,0.0403683,0.0515794,-0.18668,-0.209347,0.100959,-0.313031,0.469526,0.114174,0.0139677,-0.0172513,-0.189691
P0C074,-0.030795,-0.102407,-0.0467282,-0.0521709,0.0670835,0.15288,-0.109956,0.00984316,-0.0144778,0.147085,0.0581659,0.0586343,-0.078108,0.0111213,0.03686,-0.0913497,-0.10325,0.0195656,-0.145034,0.193338,0.0562934,0.0245568,0.0183818,-0.0687264
P29478,-0.0407586,-0.193774,-0.0761029,-0.115772,0.109895,0.240736,-0.180227,-0.00085499,-0.0314765,0.252684,0.0657855,0.0766075,-0.0926105,0.0151892,0.045726,-0.105897,-0.155213,0.0384988,-0.224203,0.3438,0.0565408,0.00377221,-0.00778117,-0.132948
P20424,-0.0241422,-0.178901,-0.0745968,-0.0780162,0.0873237,0.241242,-0.199654,-0.0042551,-0.0273492,0.235682,0.0879764,0.0771572,-0.112031,0.0163571,0.0101828,-0.109691,-0.135254,0.0453806,-0.217842,0.302321,0.0830285,0.0218316,-0.00621945,-0.123859
P38985,-0.0161028,-0.161935,-0.074766,-0.0666686,0.097445,0.217521,-0.165237,-0.010976,-0.0108144,0.219622,0.0519451,0.0311642,-0.0732756,0.00619382,0.0323594,-0.0999908,-0.10811,0.0551274,-0.163791,0.260317,0.0539062,0.0302475,-0.0188119,-0.100889
P32259,-0.0460457,-0.211698,-0.0945049,-0.123947,0.148469,0.309796,-0.230166,-0.0144529,-0.0318712,0.342669,0.0939938,0.0703857,-0.133577,0.014883,0.0569182,-0.167486,-0.174152,0.0671593,-0.270042,0.40656,0.099993,0.0514191,0.00390116,-0.1665
P38782,-0.0376283,-0.112301,-0.0568311,-0.0629926,0.0543343,0.16561,-0.114817,-0.0136246,-0.0225769,0.164209,0.0582279,0.0293225,-0.0736561,0.00340302,0.00678254,-0.0807671,-0.0707925,0.0191688,-0.121901,0.185938,0.0530305,0.0206965,-0.0161329,-0.0951331
P25367,-0.0730441,-0.255455,-0.128039,-0.141344,0.150719,0.379879,-0.304081,0.00701436,-0.0466271,0.388752,0.112263,0.0699441,-0.1721,0.0516891,0.0543859,-0.187385,-0.215158,0.0903331,-0.325856,0.492761,0.101746,0.0548305,-0.000475233,-0.164747
Q08750,-0.0286222,-0.0803404,-0.0555957,-0.0662154,0.047301,0.13546,-0.0978091,-0.0198238,-0.0265359,0.141014,0.0370313,0.0259696,-0.0731423,0.0289171,0.00610904,-0.0429635,-0.0655803,0.0141415,-0.131413,0.150322,0.0492448,0.0121204,-0.00217737,-0.0507373
P52489,-0.0154359,-0.103512,-0.0606711,-0.0709976,0.0547831,0.182459,-0.108188,0.00678427,-0.0027344,0.146174,0.0474134,0.0350995,-0.074714,0.0316092,0.0207041,-0.0674512,-0.0896919,0.0242836,-0.125131,0.195881,0.0664986,0.0193354,-0.00126131,-0.0629419
P23641,-0.0417418,-0.155928,-0.0637411,-0.10524,0.107047,0.196615,-0.185925,-0.0174155,-0.00942505,0.223727,0.0739072,0.0696935,-0.100388,0.0186276,0.0251021,-0.0916021,-0.12399,0.0702191,-0.174807,0.280621,0.0615606,0.0127155,0.00805375,-0.123921
P38764,-0.120297,-0.484889,-0.186433,-0.252171,0.292825,0.659117,-0.531237,-0.00704089,-0.0754509,0.662929,0.224991,0.170761,-0.270805,0.0578541,0.0660522,-0.300871,-0.366917,0.161933,-0.569812,0.861464,0.186803,0.0439219,0.0252174,-0.308565
P15496,-0.0372271,-0.131254,-0.0509542,-0.0568366,0.0694096,0.199516,-0.13789,0.00546883,-0.00796224,0.191104,0.0476155,0.0598701,-0.0918116,0.0120658,0.00130167,-0.0870809,-0.07953,0.0466493,-0.170296,0.234003,0.062092,0.00461551,-0.0162312,-0.112362
P53174,-0.061509,-0.191655,-0.0885094,-0.0885503,0.0940118,0.280304,-0.208076,-0.00227549,-0.0517354,0.280836,0.101589,0.0519522,-0.107839,0.0457705,0.0428783,-0.111606,-0.155576,0.0634045,-0.229188,0.325202,0.0812495,0.00492335,-0.00468483,-0.144917
P24280,-0.0174741,-0.178507,-0.060027,-0.0855458,0.0934784,0.235091,-0.194515,-0.00407878,-0.0193456,0.238195,0.060497,0.0584273,-0.110841,0.0399258,0.021931,-0.115857,-0.134617,0.0467507,-0.222024,0.316166,0.0817866,0.036837,0.0198311,-0.12395
Q07541,-0.0288872,-0.0878988,-0.0312483,-0.0574516,0.0357537,0.124429,-0.0750931,-0.0153206,-0.00868311,0.107272,0.027232,0.0154039,-0.0419826,-0.00194628,0.0268641,-0.0585887,-0.082696,0.0181152,-0.0792164,0.134729,0.0347188,0.0295713,-0.00849251,-0.0736549
Q12154,-0.0613931,-0.265219,-0.139815,-0.168373,0.151192,0.400027,-0.301891,0.011569,-0.0490545,0.418471,0.145304,0.0728976,-0.184221,0.0484448,0.0534623,-0.2071,-0.200973,0.110368,-0.342893,0.532662,0.122886,0.0269822,-0.00176695,-0.190959
