protein,dim1,dim2
P52489,0.137435,0.159808
P47040,0.389993,0.212695
P53191,0.591759,0.35963
Q12443,0.30934,0.395222
P40054,0.628257,0.661515
Q07533,0.417082,0.647052
Q03691,0.253615,0.388229
P19097,0.392118,0.689801
P20437,0.34244,0.392618
P53378,0.407424,0.555266
P53964,0.309921,0.0376468
P53759,0.446811,0.353536
P09798,0.329615,0.667689
P39722,0.397074,0.366905
P53083,0.34618,0.563786
P38766,0.0561523,0.316814
P36105,0.327084,0.36821
P01097,0.369257,0.565946
P31376,0.343606,0.689289
P53286,0.318639,0.712781
P25693,0.562722,0.255518
P38989,0.442468,0.507727
P49166,0.482528,0.326732
P53336,0.0949874,0.351431
P14693,0.309337,0.640292
P37261,0.342624,0.381167
P24784,0.0964502,0.426008
P15179,0.310593,0.55546
P39961,0.157764,0.589542
P25631,0.363194,0.474185
Q08673,0.425544,0.2684
P10566,0.036407,0.481342
P13130,0.244619,0.11664
Q12310,0.605756,0.792537
Q12092,0.37233,0.308606
P47167,0.541658,0.474355
P40064,0.377099,0.673313
P04806,0.3803,0.570064
P40078,0.540177,0.440706
P38773,0.287894,0.351962
P32468,0.491867,0.720669
P43682,0.417607,0.383451
P41832,0.620508,0.607671
P48415,0.456911,0.517754
P21705,0.176735,0.593659
P38694,0.275333,0.612633
P33400,0.441034,0.370671
P38251,0.608023,0.563056
P40348,0.469528,0.842959
P09064,0.378136,0.599118
P38890,0.378473,0.451847
Q06821,0.236342,0.251373
Q9ZZX0,0.0921545,0.251894
P38162,0.315122,0.216041
P32791,0.23953,0.522358
P08456,0.522385,0.493098
P47079,0.526543,0.602102
P0CF33,0.192319,0.451357
P22202,0.525834,0.706524
P34078,0.134542,0.359663
Q99216,0.278299,0.655853
Q03983,0.375984,0.201645
O14455,0.33381,0.713915
P0C2H8,0.560303,0.560229
P40501,0.272011,0.211036
P31386,0.440238,0.505029
P29952,0.461644,0.213855
Q06665,0.481024,0.290296
Q6Q5X2,0.0888967,0.37666
Q05942,0.567573,0.445963
P47008,0.278057,0.249796
P36519,0.31136,0.619745
P14747,0.45004,0.741116
P36138,0.159439,0.3733
Q3E7Y6,0.306559,0.189469
Q08230,0.260584,0.327838
P36534,0.486693,0.524379
Q03557,0.313368,0.617852
P33893,0.329384,0.558306
P38736,0.478032,0.472195
P36025,0.0163136,0.427872
P53036,0.420222,0.57137
P43601,0.73366,0.622792
P14736,0.672569,0.619021
Q12284,0.325754,0.304248
P00425,0.212539,0.611498
P00424,0.427526,0.603781
P35725,0.0779283,0.517765
P32487,0.289767,0.291734
P22213,0.566841,0.493637
P13045,0.402707,0.36468
P0CX59,0.331873,0.268364
P40316,0.387912,0.599925
Q08844,0.277374,0.366443
Q07457,0.660218,0.467031
Q08492,0.50389,0.714545
P0CX74,0.536374,0.264307
P43550,0.575157,0.376693
P16622,0.0893789,0.512941
P35192,0.415632,0.816748
P34251,0.290776,0.393298
P36147,0.468022,0.436072
Q12028,0.625073,0.473664
P34110,0.467855,0.618545
Q05468,0.409303,0.424894
P0CX50,0.423552,0.680374
Q3E757,0.693975,0.532246
P0C5N3,0.108688,0.134982
Q06505,0.367157,0.488414
Q05955,0.342752,0.554298
P47166,0.337493,0.744055
P22137,0.631556,0.77339
P53257,0.134958,0.488529
Q04347,0.183649,0.598608
P19956,0.213658,0.279856
P39683,0.574798,0.265984
P39107,0.397358,0.650179
Q00381,0.350069,0.241914
P34164,0.286335,0.584488
P35201,0.474482,0.796084
P53835,0.209546,0.318489
P53326,0.293552,0.333834
Q3E790,0.173989,0.266918
P35999,0.486918,0.424942
Q08748,0.305933,0.325903
P34225,0.376376,0.216859
Q02733,0.411751,0.256105
P43618,0.482548,0.7834
P41318,0.688615,0.485263
P36033,0.346569,0.326437
P33330,0.132118,0.36026
P18900,0.187113,0.380527
P13483,0.256503,0.111836
P36135,0.121725,0.433972
P25719,0.213873,0.441653
P30952,0.382609,0.75003
Q03702,0.356405,0.347659
P39970,0.399845,0.406245
P46996,0.402494,0.468227
P06776,0.225621,0.214658
P53913,0.291128,0.412431
P53330,0.672396,0.505483
P0CX18,0.372169,0.290329
P52871,0.488663,0.366577
P48561,0.258946,0.609961
P40507,0.701906,0.454479
P53299,0.518518,0.548244
P53008,0.207618,0.424823
P53295,0.304414,0.591721
P42842,0.389772,0.555285
P40359,0.304242,0.479909
P36104,0.510719,0.644502
P38334,0.501218,0.541111
P19812,0.579613,0.597955
P40187,0.506642,0.514655
P40500,0.0264159,0.345418
P53077,0.317771,0.376178
P25377,0.311115,0.474791
P32566,0.515685,0.76345
P25042,0.442816,0.226837
P28321,0.292078,0.237454
P40512,0.255575,0.404704
P34111,0.534473,0.298336
P38692,0.594817,0.539764
P43615,0.104936,0.394568
Q12326,0.286836,0.58606
Q04225,0.447913,0.484189
P52919,0.574279,0.323081
P27636,0.427548,0.797498
P38123,0.541856,0.599412
P32580,0.335805,0.426422
P25372,0.196836,0.56449
Q05979,0.202462,0.477053
P38089,0.266456,0.603755
P69850,0.573195,0.344457
P53168,0.615669,0.527768
P47187,-0.0329265,0.509922
Q01476,0.5089,0.618969
O43137,0.176756,0.342018
P32383,0.221755,0.454171
Q06628,0.451847,0.206419
Q12455,0.324474,0.0984992
P53237,0.395131,0.313726
P10849,0.573091,0.462703
P07246,0.441334,0.571374
P35183,0.316929,0.469186
P50109,0.384078,0.226118
Q02786,0.278243,0.26903
P10663,0.160733,0.558106
P40344,0.430655,0.5871
P28778,0.243654,0.431132
P47141,0.138084,0.743447
P35842,0.412223,0.633786
P43623,0.0587615,0.515939
P19211,0.491505,0.594811
P21192,0.545979,0.450902
P53107,0.11262,0.177409
Q99312,0.15952,0.330758
P04449,0.569309,0.59513
P15938,0.610261,0.775534
Q00246,0.479654,0.40167
P38256,0.363164,0.362457
P40102,0.347405,0.100637
P53895,0.135537,0.349306
Q6B2U8,0.0891387,0.274843
P40886,0.170288,0.411825
P47014,0.297212,0.249718
P53728,0.379142,0.366537
Q12354,0.309213,0.376245
P21264,0.64229,0.395491
P40893,0.374028,0.30069
Q04739,0.514238,0.423139
P50264,0.252729,0.389016
Q03648,0.457092,0.32572
P16861,0.402932,0.662768
P14843,0.297959,0.349728
Q12363,0.522886,0.47436
Q12206,0.464216,0.314911
Q12402,0.877175,0.689085
D6W196,0.424627,0.44852
P36525,0.442318,0.711385
Q03290,0.487529,0.286116
Q03516,0.464455,0.628913
Q3E7Z7,0.297128,0.447186
P38999,0.318724,0.499024
Q08816,0.479926,0.384951
P13188,0.522955,0.302517
P25612,0.361387,0.255886
P04650,0.367806,0.671376
Q07904,0.271928,0.34244
P38715,0.301586,0.540472
P32462,0.414108,0.596229
Q06504,0.460895,0.402326
Q12387,0.340356,0.276218
P53907,0.215187,0.414422
Q06211,0.384336,0.531479
P43553,0.414017,0.334223
Q01448,0.25585,0.593649
Q03654,0.456267,0.706833
P36051,0.347177,0.392108
Q2V2P9,0.205069,0.44788
P40468,0.533509,0.432117
Q06702,0.282803,0.356938
Q12015,0.262638,0.173064
P43638,0.387063,0.494294
P53747,-0.000644263,0.35008
P53719,0.401353,0.219424
P22023,0.438404,0.414261
Q03231,0.451279,0.561949
Q2V2P2,0.0183607,0.403099
P53427,-0.00804353,0.430194
Q08750,0.111058,0.248996
P42939,0.304959,0.25504
Q99176,0.368968,0.658498
P38360,0.306965,0.551625
P39717,0.178657,0.530495
P39974,-0.00483777,0.503789
P43613,0.340747,0.137183
P0CX14,0.227505,0.448014
Q05672,0.198122,0.464522
P40825,0.591993,0.517978
P36081,0.392042,0.227677
P09932,0.301755,0.481874
P40858,0.329179,0.512779
P28627,0.27581,0.565445
P38799,0.364665,0.118078
Q08237,0.225146,0.305459
P39010,0.624246,0.953951
P20457,0.308892,0.562557
P32837,0.0876982,0.560068
Q08693,0.0855357,0.206645
Q06813,0.256598,0.409752
P32463,0.427115,0.618042
P40573,0.491364,0.317848
Q12051,0.267267,0.438202
P38260,0.278329,0.399457
P34167,0.255513,0.487237
P48237,0.277667,0.497422
P38911,0.456739,0.780457
Q03825,0.455677,0.306708
P40068,0.382306,0.460485
Q06810,0.309267,0.484627
P21372,0.367985,0.286492
P40457,0.471552,0.839319
P07244,0.251539,0.504652
Q06608,0.512827,0.280435
P46670,0.500166,0.175712
P29547,0.413612,0.487597
P25334,0.14713,0.405328
P53438,0.186247,0.371101
Q12046,0.686451,0.598048
Q03855,0.296681,0.142644
P0CX40,0.534799,0.424931
P35194,0.460433,0.714384
P38166,0.62996,0.598309
Q04007,0.25778,0.393736
Q04458,0.382314,0.386499
P25648,0.645169,0.353899
Q12473,0.267037,0.249867
P0CX58,0.191341,0.54353
Q02932,0.354726,0.331175
P25385,0.384791,0.796246
P41834,0.287116,0.490249
Q12465,0.269431,0.40496
Q12418,0.242788,0.35466
P42938,0.309461,0.33147
P46982,0.335011,0.313898
P53730,0.321499,0.190659
Q12745,0.205615,0.698191
P35203,0.324136,0.615736
P43556,0.528743,0.386711
P47145,0.189051,0.307015
Q02890,0.232841,0.227129
P04397,0.480806,0.454701
P38213,-0.0179198,0.284051
P32832,0.448135,0.672804
Q99248,0.0612442,0.281808
Q12480,0.433758,0.47107
Q05611,0.189284,0.439397
P14020,0.463896,0.680222
P38234,0.650397,0.515181
Q12335,0.550894,0.775627
Q06011,0.042935,0.410497
P43606,0.46911,0.333934
P00358,0.763664,0.560648
P38929,0.497213,0.648357
P12385,0.737616,0.57519
P38737,0.719514,0.909474
P34231,0.217308,0.0631036
P48445,0.204265,0.387667
P31378,0.392072,0.60948
P39724,0.433904,0.322356
Q02685,0.0305381,0.277044
P38141,0.0745517,0.52184
P41816,0.229478,0.464212
Q06150,0.37299,0.302089
P36078,0.223958,0.356074
P38081,0.326274,0.49
P32349,0.218486,0.782894
Q03220,0.409188,0.345351
Q12291,0.328458,0.386518
P38244,0.273996,0.228494
Q04978,0.141012,0.203368
Q01684,0.109276,0.392467
Q02516,0.547143,0.459109
P19358,0.331145,0.578157
Q99297,0.206803,0.260979
P40481,0.0129482,0.479866
Q03525,0.0941006,0.59608
P48589,0.492013,0.294716
P53208,0.404193,0.085604
P40506,0.259077,0.317386
P53332,0.235902,0.510624
P25649,0.377544,0.746194
Q12348,0.440221,0.865367
P24004,0.159104,0.552928
P17558,0.551583,0.397126
P38073,0.153637,0.338812
P32432,0.286911,0.696911
Q06263,0.45547,0.391485
P43619,0.0922285,0.584142
P28273,0.490253,0.512126
Q08422,0.231248,0.447931
Q12035,0.0667113,0.556145
Q00816,0.616199,0.454239
P47129,0.0957547,0.434893
P38431,0.251745,0.813142
P0CX35,0.636348,0.680788
Q04409,0.614961,0.312208
P32578,0.381109,0.2587
Q08993,0.121916,0.420326
P53752,0.292716,0.402103
Q06537,0.275604,0.297798
P38157,0.204172,0.257738
P0CX17,0.00858647,0.426093
Q06673,0.112872,0.463063
P03878,0.269279,0.312657
P07143,0.396287,0.642839
Q12531,0.28699,0.417176
P32609,0.16404,0.656564
Q06671,0.229651,0.506288
P42844,0.133251,0.465154
Q04223,0.0471375,0.289166
Q07555,0.244538,0.336432
P38932,0.351854,0.313173
P08459,0.36552,0.300199
Q08962,0.670591,0.664753
P42834,0.481333,0.30761
Q01852,0.375897,0.741125
Q12200,0.364477,0.183716
P39975,0.453874,0.278726
P05375,0.267985,0.347289
P40047,0.414566,0.271617
Q12106,0.0536294,0.366572
Q07362,0.401206,0.72001
P07252,0.215533,0.316042
Q12476,0.482507,0.623005
Q07872,0.277178,0.416958
P16451,0.230726,0.351931
P53128,0.450009,0.0992791
P29465,0.354019,0.768295
P07236,0.29451,0.461512
P32492,0.333786,0.757198
P38124,0.312915,0.217047
P52923,0.26254,0.556529
P39526,0.324027,0.457574
Q06522,0.305877,0.0792784
Q07549,0.54315,0.540612
P38732,0.320445,0.367169
P25332,0.281751,0.0727348
Q07888,0.196362,0.391222
P25378,0.203882,0.447991
P47148,0.262592,0.394982
Q12082,0.3388,0.267296
P52290,-0.00272538,0.179138
P53133,0.207993,0.271411
P07250,0.569453,0.422874
P38304,0.418174,0.709154
Q04670,0.397817,0.349924
P38632,0.0976583,0.612871
P34230,0.214414,0.232712
Q03782,0.448999,0.67432
Q08157,0.185161,0.320983
Q05050,0.425845,0.49358
Q03125,0.277135,0.398579
P40556,0.194091,0.431715
Q06199,0.296664,0.28475
P40518,0.449934,0.508869
P05739,0.849641,0.653577
P47147,0.392847,0.549633
Q08975,0.339524,0.405734
Q3E7A3,0.275736,0.363248
Q08561,0.146977,0.645165
P05743,0.250177,0.49862
P43625,0.284495,0.232532
P53851,0.117945,0.623605
Q12212,0.174221,0.382484
P47052,0.421501,0.161492
Q08967,0.221331,0.629368
P51401,0.289978,0.514924
Q9URQ3,0.336287,0.407067
P35997,0.475147,0.342155
P40160,0.725713,0.825814
O13547,0.2068,0.37475
P41912,0.16267,0.55309
P53183,0.28213,0.309542
P47095,0.163196,0.246741
P03879,0.417382,0.20535
P32917,0.393902,0.48134
P32562,0.582402,1.16387
Q12251,0.0521183,0.308675
P40486,0.316031,0.494614
Q08562,0.639741,0.523314
Q3E7A8,0.238799,0.376463
Q04867,0.446083,0.332665
P53335,0.258632,0.767993
P45820,0.201326,0.122434
P48235,0.476704,0.392149
P38742,0.285194,0.399962
P47170,0.660813,0.610895
Q12094,0.297205,0.241453
P27801,0.341844,0.642825
P39875,0.356159,0.391457
O13577,0.207461,0.42648
Q03798,0.368416,0.275421
Q12165,0.142335,0.361585
Q12429,0.120284,0.340247
Q3E835,0.348836,0.558094
P38265,0.601646,0.438092
P39928,0.617077,0.539524
P39004,0.482748,0.643626
P53971,0.333932,0.61628
P04385,0.303078,0.400528
P04051,0.344628,0.541132
P40585,0.00497659,0.463983
P38907,0.395509,0.69038
Q12339,0.41737,0.231043
Q05881,0.0436541,0.343134
P25381,0.580742,0.283906
P15380,0.462477,0.596062
P33310,0.438757,0.339859
P53932,0.367091,0.372133
P35207,0.580872,0.567298
P47107,0.430762,0.378295
Q06098,0.456525,0.707015
P40885,0.184101,0.335337
Q00955,0.359934,0.918481
P40413,0.601916,0.577833
Q08995,0.066844,0.384572
P40260,0.461105,0.452296
P43548,0.434121,0.591353
P25613,0.348892,0.719434
P25639,0.429837,0.774917
Q06216,0.188027,0.48522
P38698,0.238632,0.39655
Q7LHG5,0.322731,0.354247
P00925,0.814679,0.859948
Q12121,0.0879317,0.277184
Q08295,0.16545,0.152104
P50947,0.497005,0.476178
Q07458,0.442562,0.475401
P40489,0.33293,0.398361
Q06667,0.189277,0.447077
Q99271,0.502513,0.562939
Q04659,0.610196,0.423936
P40557,0.417167,0.454503
P53193,0.453119,0.475362
P40361,0.306241,0.402175
P50086,0.713091,0.475164
Q06709,0.157851,0.491612
Q08220,0.299938,0.227653
Q12523,0.364355,0.251935
P39721,0.211149,0.248651
O13527,0.313367,0.377418
Q08887,0.0853884,0.450074
P34248,0.0917446,0.546876
Q3E7Z4,0.324229,0.346484
Q04120,0.328029,0.827664
Q12296,0.347344,0.109623
Q12385,0.0830906,0.206611
Q12186,0.661416,0.725017
P0CE98,0.28903,0.0648078
Q02825,0.210599,0.346643
P02992,0.429548,0.617676
Q12146,0.453156,0.442309
P38072,0.234868,0.61277
Q02887,0.473653,0.567712
P00890,0.255892,0.373407
Q12122,0.433559,0.440701
Q07921,0.105288,0.609126
P39730,0.471471,0.640852
Q05043,0.44566,0.465269
P20967,0.280819,0.410521
P14284,0.274361,0.64744
P53159,0.495798,0.965045
Q2V2P7,0.152783,0.389195
P18898,0.349531,0.666301
P32339,0.324119,0.0975703
P40186,0.388501,0.339903
P38090,0.26341,0.351221
Q03558,0.249213,0.831449
P39682,0.554654,0.392532
Q05958,0.334612,0.411372
P46959,0.336296,0.0681019
Q06089,0.148464,0.204857
P53868,0.09146,0.39555
Q04533,0.0405949,0.461021
Q06152,0.195506,0.235507
Q03205,0.263158,0.431749
Q12026,0.427376,0.182442
Q06406,0.426042,0.982506
Q02831,0.23607,0.527086
P53314,0.315993,0.417248
Q08278,0.469776,0.509446
P53749,0.0774823,0.336538
Q03612,0.285203,0.347404
P35845,0.340572,0.528647
P10507,0.467411,0.413778
Q08162,0.609061,0.631285
P21306,0.281299,0.569779
P38175,0.377985,0.667293
P39966,0.425636,0.380504
Q06592,0.276486,0.491005
P41817,0.191414,0.607551
Q12248,0.39948,0.74057
Q12171,0.272248,0.424785
Q07895,0.26658,0.223123
P13712,0.328396,0.563162
P46992,0.103261,0.313126
Q07788,0.31144,0.208978
P12945,0.420157,0.385187
P09368,0.432735,0.60482
Q07729,0.372582,0.432673
P38150,0.47384,0.244835
P30402,0.0347532,0.599075
P35193,0.464559,0.697771
P15436,0.238208,0.281902
P39719,0.507144,0.726382
P32352,0.379794,0.462492
P32341,0.079883,0.538245
P38784,0.202144,0.667319
Q06390,0.141464,0.539106
P40341,0.54264,0.520162
P0CX80,0.451209,0.11781
P38962,0.311531,0.52397
Q12063,0.273518,0.315468
P39986,0.169792,0.404329
P36107,0.303102,0.82965
P40564,0.424222,0.136611
Q12153,0.209047,0.562955
P38243,0.201032,0.289402
Q00764,0.513219,0.820711
P38776,0.367576,0.47252
P32773,0.522518,0.22894
P54005,0.27356,0.447568
P38961,0.0655326,0.516837
P38338,0.141847,0.238816
Q02820,0.276593,0.10547
Q04597,0.211411,0.154658
P53879,0.36663,0.457176
P33750,0.438133,0.677425
P40960,0.484017,0.414072
P28005,0.291571,0.704402
Q04748,0.293595,0.132861
P38307,0.441316,0.413015
Q04408,0.152881,0.415201
P36108,0.613027,0.49732
Q08745,0.416359,0.308067
P53319,0.357641,0.20833
P38866,0.224901,0.170832
P05626,0.287504,0.492712
P40459,0.342221,0.294611
Q02959,0.398817,0.409179
Q05164,0.0987002,0.375581
Q12454,0.336869,0.459382
P36158,0.549086,0.208359
Q7M4S9,-0.0653716,0.435259
P0C0W9,0.441364,0.632866
P53857,0.246564,0.227122
Q12045,0.0818151,0.339135
Q12013,0.441699,0.554804
Q12246,0.442077,0.610401
P40531,0.371134,0.383831
P32776,0.366486,0.775292
P07276,0.30614,0.421521
Q99247,0.337031,0.449717
P0CE89,0.0882874,0.18785
Q06991,0.347505,0.56831
P53871,0.47014,0.259201
P40050,0.146546,0.460288
P32491,0.628395,0.44665
Q12232,0.465738,0.440628
P52891,0.590343,0.605973
Q99337,0.31435,0.224136
P38826,0.454863,0.556693
Q12511,0.0113718,0.536838
P32628,0.716382,0.859458
P21373,0.387365,0.299339
Q12425,0.201422,0.569625
Q04600,0.162683,0.248339
P40165,0.054654,0.213648
P25300,0.203434,0.665476
P38928,0.412513,0.648799
P10363,0.182926,0.325492
P32787,0.460756,0.413931
P53209,0.081417,0.305599
P06773,0.275938,0.384491
P21801,0.310411,0.604309
P18494,0.377398,0.444355
Q04003,0.263945,0.591268
P11655,0.151651,0.557185
P53255,0.460239,0.171464
Q12096,0.190799,0.365109
P32500,0.401631,0.516211
Q04004,0.0784778,0.508502
Q12434,0.201147,0.292657
P36163,0.339356,0.104041
Q12204,0.131482,0.224675
P18238,0.487855,0.767051
Q12367,0.17244,0.177571
Q04217,0.500677,0.651565
Q3E736,0.243745,0.480547
P0CX82,0.602492,0.346882
Q3E742,0.230498,0.299836
P38335,0.352814,0.381419
Q04438,-0.0212804,0.25118
Q8TGU1,0.393081,0.143828
Q04847,0.375984,0.34583
Q03786,-0.0039455,0.193489
P32874,0.180639,0.443893
P38835,0.0961424,0.559238
Q12068,0.266602,0.413094
P17891,0.530953,0.713045
Q03824,0.300779,0.291081
Q03687,0.438797,0.370544
Q04746,0.21868,0.369328
P42936,0.354855,0.378161
Q03619,0.415722,0.389499
P53202,0.150594,0.572927
P43577,0.452418,0.337504
P38909,0.348155,0.547282
Q06469,0.293083,0.332757
Q12233,0.185973,0.583883
P09007,0.179693,0.145846
P53437,0.315994,0.423254
P16467,0.50649,0.565195
P38850,0.428688,0.983255
Q12117,0.311632,0.546454
P24869,0.657281,0.754259
P40550,0.229179,0.480056
Q12498,0.126113,0.25934
P36056,0.357917,0.633864
Q06674,0.285306,0.148929
P48563,0.253797,0.446008
P53082,0.407777,0.403945
P38087,0.107287,0.272636
P39713,0.282479,0.520698
Q06839,0.0735983,0.398282
Q02889,0.347329,0.245365
P53187,0.60062,0.533102
P0CE90,0.07238,0.362972
Q12144,0.3133,0.458903
Q06328,0.132215,0.447578
P47123,0.340861,0.214147
P25351,0.228219,0.299013
Q03124,0.202144,0.5786
Q12333,0.115994,0.374548
P38699,0.317192,0.407658
P38704,0.0175908,0.410802
P53100,0.135911,0.260928
P36106,0.394304,0.209862
P37020,0.316075,0.496876
P39976,0.214573,0.437324
P53206,0.217562,0.490442
Q12247,0.198715,0.26137
P38956,0.133436,0.715579
P38224,0.362261,0.222011
P52910,0.322706,0.505296
P38793,0.188172,0.415044
Q12128,0.104223,0.421097
P38354,0.080298,0.220612
P40353,0.160769,0.246218
P00163,0.389361,0.726132
P07267,0.345768,0.532837
Q08646,0.226472,0.449849
P46676,0.36803,0.610938
P42222,0.306117,0.422753
Q12118,0.272306,0.550374
Q05451,0.326732,0.326188
Q08176,0.387181,0.686486
P38230,0.361928,0.14902
P27929,0.415067,0.651448
P40496,0.573627,0.469604
Q04370,0.395639,0.470974
P06106,0.592483,0.348723
P40063,0.325164,0.30968
P0C0V8,0.206051,0.370415
P38844,0.416127,0.262937
P20606,0.349647,0.733403
Q12067,0.124469,0.395405
P40066,0.175957,0.730263
Q05166,0.40604,0.643009
P40007,0.528324,0.317074
P0CX81,0.449414,0.124568
P25694,0.459119,0.859737
P52488,0.263533,0.325458
P26449,0.269533,0.576134
P53094,0.299383,0.386843
P32792,0.0664519,0.432944
P21375,0.0313482,0.372284
Q04228,0.5606,0.770066
P28495,0.316186,0.709323
P40045,0.222712,0.580822
P32641,0.389594,0.70127
P46988,0.34284,0.51324
Q03937,0.199334,0.463272
P27616,0.124943,0.263589
P40152,0.181973,0.54538
P42841,0.573028,0.840896
P29468,0.440473,0.695933
Q8TGU8,0.0906558,0.313813
Q12211,0.248129,0.420682
P40202,0.10048,0.422076
P0CH64,0.169419,0.272525
P04161,0.350885,0.384094
Q06698,0.493532,0.148413
P46983,0.241256,0.609558
P32263,0.366057,0.436431
Q3E7A0,0.220318,0.399815
Q04792,0.298074,0.483115
Q99208,0.103445,0.316669
Q12215,0.285432,0.429834
P48016,0.235053,0.148117
P40085,0.173915,0.503269
Q12690,0.525861,0.777816
P43558,0.426036,0.754269
Q08925,0.0780928,0.521284
Q04052,0.388165,0.45179
Q12086,0.0776175,0.455591
P00044,0.493139,0.399505
P53899,0.24893,0.599682
P35995,0.17725,0.179115
Q06324,0.174196,0.55913
Q05016,0.384734,0.540585
P16547,0.509102,0.501661
P32354,0.310731,0.654769
P53070,0.198965,0.187437
P38277,0.520704,0.165768
P39014,0.456394,0.597972
P36421,0.270365,0.647142
P28817,0.311682,0.713186
P38079,0.452061,0.796888
P14291,0.337884,0.599688
P36154,0.26196,0.251951
Q04951,0.218459,0.192439
Q08909,0.174845,0.227564
P28320,0.42608,0.643674
P25337,0.240703,0.691735
P40037,0.348219,0.457229
P32833,0.32031,0.799057
Q08970,0.369517,0.137546
Q02196,0.22749,0.393753
Q07949,0.333193,0.492164
P43608,0.218792,0.424755
P38777,0.309221,0.27413
P07272,0.424657,0.521163
P36115,0.343897,0.175592
P53127,0.223038,0.453216
P27351,0.374899,0.649451
P53184,0.268074,0.282936
P0CX76,0.378746,0.442616
P38122,0.351885,0.269939
P0C271,0.14569,0.272894
P36132,0.309169,0.641979
P40041,0.585938,0.47767
P06208,0.45232,0.447666
P53344,0.568794,0.551858
Q12311,0.331806,0.397183
Q02873,0.137555,0.132818
P0C2J7,0.262527,0.369977
P53155,0.320221,0.239764
P13259,0.191088,0.595702
Q02606,0.250656,0.499737
Q06178,0.49517,0.318402
P53204,0.440547,0.112672
P38880,0.350357,0.564577
P39108,0.438726,0.734893
P25349,0.18049,0.346627
P32843,0.114499,0.484268
P38219,0.589624,0.404876
Q12342,0.62057,0.608367
P36087,0.298009,0.651893
P38877,0.38878,0.430697
P25559,0.339138,0.560499
P38187,0.635802,0.404273
P36084,0.408304,0.64389
P35184,0.343145,0.150813
P32582,0.473029,0.574972
Q12027,0.183258,0.513663
P00445,0.46153,0.361529
O14464,0.218977,0.242706
P38891,0.184986,0.388334
Q06595,0.0940857,0.38854
P0C2I8,0.467211,0.314437
P38427,0.204137,0.499729
P31755,0.223851,0.34773
Q03483,0.136184,0.229675
Q12734,0.157582,0.379384
Q03631,0.0196265,0.382572
Q3E7A7,0.109152,0.333034
P53144,0.0914716,0.245112
Q03758,0.327933,0.636849
P43602,0.340065,0.465268
Q08446,0.508501,0.679098
P32377,0.220806,0.323053
Q02883,0.25294,0.0810108
P42836,0.44436,0.389249
Q03795,0.345674,0.550049
P36144,0.524419,0.445695
Q02648,0.114124,0.228499
P47016,0.0755645,0.350289
P38298,0.440271,0.55449
P0CE69,0.370345,0.378199
P53110,0.00886841,0.480422
P38428,0.579109,0.416528
P38144,0.669439,0.607432
Q06156,0.464852,0.393476
P47912,0.575612,0.569504
P47157,0.219197,0.279071
P49367,0.298886,0.524423
Q3E830,0.365527,0.193154
P38884,0.350614,0.498092
P50082,0.113323,0.600008
P22149,0.340871,0.713705
P46672,0.49493,0.789066
P38270,0.566147,0.414415
P38921,0.0997889,0.516688
P39965,0.40753,0.304641
P46993,0.363252,0.198296
Q05473,0.271549,0.234473
P47032,0.235989,0.168438
O13512,0.196212,0.3176
P53230,0.351087,0.308799
Q07074,-0.0220209,0.324438
P40035,0.355255,0.312931
Q06287,0.468961,0.677742
P39712,0.258111,0.13773
Q12098,0.13107,0.246733
Q04093,0.33907,0.0518175
Q12142,0.216936,0.634362
Q12746,0.103936,0.404013
Q12107,0.511648,0.688193
P38285,0.389997,0.422196
P43620,0.242093,0.315895
Q12303,0.245929,0.372439
Q12257,0.0349265,0.487768
Q12012,0.328787,0.234788
P42934,0.210339,0.208601
P36122,0.337306,0.616794
Q07716,0.151197,0.383957
P40474,0.465652,0.439609
P53199,0.304564,0.687747
P37263,0.192554,0.472674
P53844,0.258001,0.50016
P39006,0.320337,0.412172
P46950,0.229378,0.494745
P53850,0.389182,0.604955
P38749,0.169831,0.66889
P25371,0.323567,0.457545
P25443,0.572073,0.722976
P42951,0.0514921,0.542268
P33204,0.470518,0.419914
P41809,0.467331,0.372396
P53189,0.155058,0.333149
Q03375,0.464607,0.844037
Q05948,0.0132721,0.19774
Q05610,0.162257,0.497318
Q12280,0.337646,0.56911
P35196,0.617827,0.379614
P36148,0.322769,0.589699
Q08826,0.593909,0.359792
Q04629,0.270759,0.257087
P25656,0.284747,0.486758
P42937,0.519527,0.393186
P36125,0.321378,0.311391
Q12674,0.284646,0.499536
P47076,0.694443,0.418191
P53275,0.0634763,0.425398
O75012,0.366707,0.397108
P38988,0.47499,0.456152
Q06104,0.171705,0.281196
P38852,0.2086,0.480614
P22007,0.445034,0.344163
Q06523,0.0960961,0.348227
Q08754,0.273354,0.497008
P36019,0.605826,0.273264
P30606,0.0228475,0.466059
P47030,0.198793,0.337906
P23501,0.249548,0.177004
Q12220,0.400909,0.542381
Q02771,0.266517,0.218555
Q04083,0.252555,0.388748
P52892,0.284512,0.256217
P39549,0.0449985,0.308444
P38953,0.304166,0.618064
P10356,0.272556,0.434028
P32453,0.272571,0.570239
P38693,0.0734338,0.538672
Q03899,0.230554,0.468797
Q06677,0.27367,0.396894
P54999,0.539631,0.737007
P41800,0.771294,0.506379
P53320,0.42974,0.457461
P47009,0.163236,0.251086
P46958,0.29586,0.563532
P53176,0.708537,0.752726
Q04201,0.12518,0.589299
Q02205,0.35818,0.736136
P51533,0.25558,0.143143
P19881,0.335243,0.56255
P08417,0.106571,0.315284
