gene,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48,dim49,dim50,dim51,dim52,dim53,dim54,dim55,dim56,dim57,dim58,dim59,dim60,dim61,dim62,dim63,dim64,dim65,dim66,dim67,dim68,dim69,dim70,dim71,dim72,dim73,dim74,dim75,dim76,dim77,dim78,dim79,dim80,dim81,dim82,dim83,dim84,dim85,dim86,dim87,dim88,dim89,dim90,dim91,dim92,dim93,dim94,dim95,dim96,dim97,dim98,dim99,dim100,dim101,dim102,dim103,dim104,dim105,dim106,dim107,dim108,dim109,dim110,dim111,dim112,dim113,dim114,dim115,dim116,dim117,dim118,dim119,dim120,dim121,dim122,dim123,dim124,dim125,dim126,dim127,dim128
Q9UR24,-0.0139801,0.00192435,-0.0109633,-0.00373544,-0.00717166,-0.00606201,-0.0243581,0.00596171,0.00458433,-0.0207737,0.00109966,-0.00698045,-0.0380718,0.0140398,0.000200243,0.0176551,0.0400505,-0.0261921,0.0471266,0.0128929,0.0119285,0.0246563,0.00942002,-0.00211207,-0.00828917,-0.00900409,0.0341867,0.0214072,0.00469607,0.0137731,0.0416478,-0.00868121,0.018411,0.00518097,0.0327421,0.0328705,-0.0222618,-0.0220971,0.0202308,-0.0535365,-0.0189714,0.0545357,0.00318229,-0.00719104,0.0285154,0.00408765,0.0161759,0.010226,-0.0118119,-0.0287084,-0.0231057,-0.0563507,0.0109316,-0.0284807,-0.000866725,-0.0148538,-0.00433345,-0.00604052,-0.0159801,-0.0247199,-0.016265,-0.00985602,0.0270098,0.0300823,-0.0116358,0.0226747,0.0296193,0.0532929,0.00178564,-0.026581,0.0318449,0.0471759,-0.023667,0.0482265,-0.00394049,0.0261988,-0.00649768,0.0184129,0.00618606,0.0192987,-0.00666251,-0.0163916,0.0117657,0.034113,0.069022,0.0101827,-0.0347474,-0.00611563,0.0296754,0.0158432,-0.00407279,-0.0275967,0.0020228,-0.0286153,0.0226693,0.0246934,0.0219827,0.0295752,-0.0251611,-0.0629669,-0.0280523,-0.0075306,0.00252443,-0.00150454,0.0246256,0.015017,-0.00657412,-0.0135342,-0.0438666,0.0120356,-0.0349946,0.00220311,0.00200062,-0.00712291,0.00553412,-0.0248785,-0.0477092,0.053924,0.0220499,-0.0394256,-0.0102979,0.029655,-0.0336953,0.0371001,-0.0071954,-0.00473989,-0.0028853,-0.0116641
P41838,-0.0274565,0.000834215,-0.0184791,-0.00716364,-0.00992222,-0.0182697,-0.0594989,0.0200238,0.00413071,-0.0355198,-0.000883751,-0.00911387,-0.0709381,0.0219032,-0.00396698,0.0332877,0.0859334,-0.0565797,0.105893,0.0242433,0.0217638,0.0592481,0.0108785,-0.0116122,-0.0137487,-0.0248925,0.0832006,0.0426996,0.0121821,0.0301681,0.0819465,-0.0176325,0.0430792,0.00850188,0.0621133,0.0667493,-0.0532825,-0.0428479,0.0401054,-0.110987,-0.034531,0.112485,0.00969666,-0.0112632,0.0574681,0.00952921,0.0328235,0.0170127,-0.0317372,-0.0535052,-0.0436166,-0.116123,0.01489,-0.0595264,-0.00576743,-0.0263604,-0.00220409,-0.00285515,-0.0356993,-0.0443239,-0.0430108,-0.0248977,0.060366,0.0620477,-0.018132,0.0548095,0.0687944,0.117742,0.0119172,-0.0529735,0.0733181,0.111746,-0.054522,0.108408,-0.0044678,0.0471417,-0.00872806,0.0503471,0.0136323,0.045077,-0.0091431,-0.033571,0.0267227,0.0731562,0.159251,0.0127344,-0.0688534,-0.0208125,0.0605494,0.0373364,-0.0102313,-0.0644917,0.00810465,-0.0622533,0.0521689,0.0509951,0.0528649,0.0605362,-0.0560004,-0.130444,-0.0638305,-0.0144827,0.000298846,0.00321671,0.0538051,0.0243595,-0.0121034,-0.0251713,-0.0993658,0.0316906,-0.0707545,0.00648672,0.0063957,-0.019686,0.0213769,-0.0563048,-0.0986396,0.115187,0.0544646,-0.0756002,-0.0206638,0.0655935,-0.0814491,0.0816515,-0.0111231,0.00027783,-0.00633327,-0.0279036
Q9UUE5,-0.0286999,0.00153463,-0.0217533,-0.00829918,-0.0132627,-0.0184184,-0.0641897,0.0200164,0.00766049,-0.0386545,0.00298943,-0.00963028,-0.0774297,0.0260953,-0.00816137,0.0326677,0.0870528,-0.0512149,0.10739,0.0284344,0.0165718,0.0631463,0.017788,-0.0126677,-0.0140937,-0.0275038,0.0813084,0.0484826,0.0103493,0.0364322,0.0864053,-0.0197827,0.0445191,0.00885339,0.0608515,0.066951,-0.0566708,-0.0417408,0.044142,-0.115203,-0.0342672,0.113938,0.00560579,-0.0100288,0.0584684,0.00439474,0.0345414,0.0158448,-0.0305134,-0.0576218,-0.0465995,-0.111891,0.0200581,-0.058691,-0.00369645,-0.0255622,-0.000969992,-0.0035074,-0.0365729,-0.0473363,-0.0376541,-0.0272129,0.0621798,0.0592613,-0.0229013,0.058548,0.0700075,0.120241,0.010094,-0.0494249,0.0777257,0.110325,-0.0557021,0.104925,-0.00247151,0.050481,-0.0134816,0.0459661,0.0174328,0.0393727,-0.0119668,-0.0363423,0.0278379,0.0715012,0.158765,0.0179903,-0.0687212,-0.0165739,0.0659158,0.0375614,-0.0131908,-0.0630799,0.0145735,-0.0655722,0.0528086,0.0563793,0.0488615,0.0604363,-0.0597722,-0.131195,-0.0723444,-0.0164572,0.00323017,0.00730999,0.0565155,0.0274971,-0.0104407,-0.0268906,-0.097891,0.033747,-0.0753495,0.00930819,0.00540672,-0.0216271,0.0170377,-0.0587031,-0.0935582,0.111023,0.0543963,-0.0797043,-0.0248294,0.064731,-0.077633,0.0878129,-0.00841777,-0.00104978,-0.00530774,-0.0306531
Q10099,-0.00886477,0.00249656,-0.00638254,-0.00410693,-0.0010674,-0.0100517,-0.0220652,0.00926742,0.00114558,-0.0141483,0.000988922,-0.00236616,-0.0208865,0.00696549,-0.00419147,0.0119008,0.0263201,-0.0175639,0.0327036,0.010264,0.00782172,0.0206308,0.00122435,-0.00317649,-0.00300266,-0.00883659,0.0268327,0.0134006,0.00139834,0.013254,0.0314181,-0.00289324,0.0152474,0.00313057,0.0185151,0.0213844,-0.0169958,-0.0136521,0.0121435,-0.0336878,-0.0134786,0.0330329,0.00211213,9.52007e-05,0.0162254,0.00455514,0.00987278,0.00405346,-0.0129209,-0.0200614,-0.0155531,-0.0390941,0.00982217,-0.0213637,-0.00331864,-0.00538988,0.00168533,0.00223891,-0.010448,-0.013445,-0.0114296,-0.00608612,0.0237863,0.0201393,-0.0077209,0.0217331,0.0257235,0.0422121,0.00337629,-0.0132955,0.0213125,0.0321497,-0.0190258,0.0338092,-0.00354331,0.0151719,-0.000690889,0.0156834,0.00198552,0.0149394,-0.00132148,-0.00937928,0.0122307,0.0202256,0.0500493,0.00385816,-0.0231714,-0.00931717,0.0190112,0.0118881,-0.00398971,-0.0195508,0.00577797,-0.0172595,0.0166278,0.0155527,0.0161213,0.0247483,-0.0191022,-0.0469201,-0.0226873,-0.00259768,-0.000208535,-0.00175836,0.0143178,0.0113529,-0.000318236,-0.00893937,-0.0365082,0.0115541,-0.0245171,0.00400588,-0.00175605,-0.00673336,0.00418358,-0.0177386,-0.0283092,0.0392139,0.018023,-0.0216031,-0.00698257,0.0175067,-0.0237935,0.0300359,-0.00315635,-0.00188199,-0.00157261,-0.0112335
P49777,-0.0197515,-0.000344258,-0.0152878,-0.00360734,-0.005537,-0.0178448,-0.0411059,0.0121944,-5.79556e-05,-0.0286365,-0.0036286,-0.00519507,-0.0522597,0.0144873,-0.00369528,0.0248116,0.0641108,-0.0398756,0.0739254,0.021632,0.0100966,0.0398181,0.00807506,-0.00555424,-0.0138636,-0.0159098,0.052488,0.0331283,0.00623445,0.026861,0.0601029,-0.00901419,0.0318411,0.00580646,0.0463691,0.048006,-0.0405909,-0.0336669,0.0315295,-0.0799238,-0.0245011,0.0786133,0.00709777,-0.0022684,0.0368855,0.00708388,0.0266117,0.0073875,-0.023904,-0.0391413,-0.0291569,-0.0759309,0.0168029,-0.0382393,-8.79705e-05,-0.0222538,-0.00469346,-0.0062278,-0.0220251,-0.0372645,-0.0300964,-0.0216948,0.0479942,0.0463717,-0.00895553,0.0397259,0.0419528,0.0824007,0.00885835,-0.0383024,0.0522902,0.0786808,-0.0341119,0.0748914,-0.00213985,0.0315848,-0.0053251,0.0324775,0.012262,0.0287717,-0.00312469,-0.0264041,0.0193302,0.0522584,0.103777,0.00942482,-0.0505106,-0.013575,0.0455821,0.0202192,-0.00745426,-0.039793,0.010343,-0.0413625,0.0330353,0.0386051,0.0326514,0.0468092,-0.0403633,-0.0938806,-0.0505742,-0.00863623,-0.00188007,0.00500466,0.0332643,0.0193739,-0.00929568,-0.0177374,-0.0699408,0.024924,-0.054157,0.00407508,0.00588685,-0.0101732,0.0164064,-0.0411205,-0.0618219,0.0734226,0.0373685,-0.0531761,-0.0183394,0.0405443,-0.0582696,0.0584887,-0.00214605,-0.00377498,-0.00369726,-0.01766
O14423,-0.0121002,-0.0049016,-0.011622,-0.0071082,-0.00891421,-0.0152046,-0.038557,0.00880425,0.00689091,-0.0240542,0.00357977,-0.00375122,-0.04795,0.00985432,-0.00359859,0.0231119,0.0527768,-0.0333362,0.0687133,0.0195265,0.00850277,0.0398265,0.00479979,-0.00234017,-0.00550324,-0.0196421,0.050719,0.0308555,0.0103291,0.0204353,0.0493886,-0.0130338,0.028589,0.0040367,0.0399964,0.0442926,-0.0362855,-0.0262422,0.0264197,-0.0740043,-0.0265238,0.0676419,0.00732431,-0.00391865,0.035263,0.00509629,0.021679,0.0112041,-0.01786,-0.0358437,-0.0274058,-0.0702997,0.0129271,-0.0367618,-0.000752008,-0.0167844,-0.00252181,-0.0053193,-0.0195368,-0.0266917,-0.0290295,-0.0136946,0.0391227,0.0380091,-0.0104375,0.0355803,0.0439746,0.0736768,0.0103622,-0.0358391,0.048254,0.0689368,-0.0349347,0.0674781,-0.00195382,0.0346039,-0.00758005,0.0342669,0.0110311,0.0259944,-0.00768446,-0.0230765,0.0188143,0.0444947,0.0975669,0.0120533,-0.0428704,-0.00822489,0.0356255,0.0193959,-0.0071294,-0.0369211,0.00554898,-0.0395802,0.034275,0.0296229,0.0298232,0.0405512,-0.0389464,-0.0857823,-0.0423096,-0.00612737,-0.00105835,0.000754219,0.0353728,0.0136385,-0.00912726,-0.0153921,-0.0656966,0.0224779,-0.0471214,0.00138774,-0.000306566,-0.0127596,0.0157567,-0.0326642,-0.0592745,0.0720718,0.0329614,-0.0474114,-0.0134041,0.0411605,-0.0527507,0.0524417,-0.00802877,-0.00287484,-0.00310603,-0.0206554
Q10339,-0.0186808,-0.00197156,-0.014595,-0.00257525,-0.00362104,-0.0142936,-0.0370605,0.0131596,-0.000625029,-0.0258497,0.00366709,-0.00393304,-0.0409089,0.012893,-0.00687356,0.0175816,0.0487515,-0.0355809,0.0686008,0.0120478,0.0157844,0.0335172,0.00699178,-0.00673619,-0.00509374,-0.0161128,0.0509972,0.0293656,0.00982071,0.0189129,0.0537086,-0.0104505,0.0232227,0.0058528,0.038302,0.0420864,-0.0361759,-0.0296341,0.0290024,-0.0664418,-0.0204588,0.0647826,0.00525801,-0.00719629,0.037081,0.0036902,0.0205394,0.00758064,-0.0170769,-0.0348621,-0.0233771,-0.0682196,0.007438,-0.0314689,-0.000881313,-0.0188388,0.00199496,-0.00609249,-0.0200632,-0.0251835,-0.0279042,-0.0177659,0.0361562,0.0341351,-0.0142487,0.030639,0.0370644,0.075774,0.00522667,-0.0333085,0.0402683,0.0684214,-0.0344607,0.0642329,-0.00143499,0.0325649,-0.00541881,0.029366,0.00735838,0.0208255,-0.00686334,-0.0216952,0.0175338,0.0478021,0.0914138,0.00992353,-0.0399459,-0.010687,0.0397456,0.0233457,-0.0100395,-0.035498,0.00988344,-0.0375196,0.031999,0.0313134,0.0316466,0.0352084,-0.0345896,-0.0779911,-0.0396255,-0.00860176,0.0034702,0.00286559,0.0300162,0.0179771,-0.00765204,-0.0146303,-0.0618338,0.01722,-0.0464393,0.00362192,0.000850726,-0.0144631,0.012418,-0.0347187,-0.0590624,0.0675668,0.0292954,-0.0483819,-0.0117254,0.0365023,-0.0501376,0.0541465,-0.00831011,0.000210108,-0.00419001,-0.0180801
O94477,-0.018078,-0.00317002,-0.0134488,-0.0022752,-0.0123704,-0.0192261,-0.0516168,0.0112452,0.00572088,-0.0339722,-0.000268847,-0.00688019,-0.0619905,0.0187537,-0.00757366,0.0314412,0.0730791,-0.0431398,0.0906327,0.0244804,0.0190079,0.046646,0.0121465,-0.00704207,-0.00875712,-0.0242294,0.064237,0.039906,0.0113009,0.0321019,0.0709182,-0.0180293,0.0374672,0.00791441,0.0486776,0.0579538,-0.0462196,-0.0394675,0.0378676,-0.0926992,-0.0290396,0.0894664,0.00840919,-0.00922575,0.0440095,0.0104742,0.0282471,0.0124074,-0.0252834,-0.0450419,-0.035048,-0.0958588,0.0122976,-0.0469119,0.00123468,-0.0235318,-0.00228817,-0.00169433,-0.0323811,-0.0416576,-0.0332882,-0.023581,0.0526742,0.0480557,-0.0158196,0.0468334,0.05366,0.0973647,0.0116456,-0.0415254,0.0592466,0.0863175,-0.0432247,0.0874706,0.00183614,0.0420881,-0.0101568,0.03875,0.0160396,0.0371584,-0.0110836,-0.0258207,0.0242565,0.0611447,0.131388,0.015596,-0.0575555,-0.0151745,0.0535557,0.0267659,-0.0130905,-0.0493818,0.00661461,-0.0525139,0.0411128,0.039751,0.0410731,0.0531375,-0.0427168,-0.104361,-0.0526188,-0.0160632,0.00320052,0.00535018,0.0476091,0.0229636,-0.00816474,-0.0229278,-0.0847957,0.0233863,-0.0651433,0.00257155,0.00263344,-0.0136162,0.0163623,-0.0489984,-0.078185,0.0939503,0.0443188,-0.0644413,-0.0192307,0.0515634,-0.0684334,0.0724025,-0.00363871,-0.00202335,-0.00104979,-0.0224085
O13928,-0.0128481,-0.00302352,-0.0112067,-0.00293486,-0.00608146,-0.0123862,-0.0402013,0.0129876,-0.000782425,-0.0215742,0.00278878,-0.00571865,-0.0448199,0.0117231,-0.00276857,0.0224527,0.0528128,-0.0363004,0.0726727,0.0200128,0.00957364,0.0376616,0.00937825,-0.00517439,-0.0117694,-0.0169919,0.0479693,0.0274665,0.0121678,0.0190279,0.0538243,-0.0154483,0.0274604,0.0093545,0.0392442,0.0460707,-0.0326324,-0.0294824,0.0248179,-0.0715519,-0.0201195,0.0665936,0.00610863,-0.00637161,0.0339939,0.00507136,0.0253292,0.0132178,-0.0180486,-0.0379473,-0.0293416,-0.0738835,0.0115476,-0.0338899,-0.00106274,-0.0183659,-0.00292396,0.00113098,-0.0226718,-0.0323939,-0.0288336,-0.019733,0.0446237,0.0422151,-0.012512,0.0320231,0.039827,0.0814422,0.006786,-0.0323092,0.0447701,0.0679432,-0.0331016,0.0644235,0.000326131,0.033906,-0.00883146,0.0294794,0.00987686,0.0238451,-0.00942712,-0.0235412,0.0160862,0.0476536,0.096416,0.00807417,-0.0464546,-0.0163172,0.0420627,0.025847,-0.0120561,-0.0386733,0.00402977,-0.0374975,0.0316041,0.0320218,0.0344345,0.0418945,-0.032636,-0.0814307,-0.0469216,-0.00858535,-0.00325214,-0.00176385,0.0343273,0.0170827,-0.00905258,-0.0136399,-0.0643601,0.0172166,-0.0517059,0.00604211,0.00271111,-0.0128558,0.0126886,-0.0385567,-0.0609059,0.0692452,0.033951,-0.0521517,-0.0194726,0.038907,-0.05105,0.0550978,-0.00338575,-0.00188249,-0.00357365,-0.0202511
Q9P7H4,-0.0161016,0.00258941,-0.0139361,-0.000812075,-0.00583356,-0.0110524,-0.0386986,0.0139847,0.00757372,-0.0253777,0.000896606,-0.00688964,-0.0534501,0.0146906,-0.00668681,0.0267267,0.0651609,-0.0344724,0.078778,0.0170676,0.0161271,0.0370382,0.0103813,-0.00975034,-0.0119107,-0.0190732,0.0604436,0.0332003,0.0075354,0.0236636,0.0548932,-0.0147783,0.0320812,0.00551412,0.0411444,0.0456806,-0.0353781,-0.026597,0.0285446,-0.0791618,-0.0251152,0.0758377,0.00997655,-0.0087603,0.0409458,0.00683677,0.0250941,0.0137635,-0.0252687,-0.0384512,-0.0320401,-0.0751478,0.0115455,-0.0406382,-0.00171964,-0.0175029,-0.00137373,-0.00582969,-0.0293902,-0.0325794,-0.0261137,-0.0223142,0.0430395,0.0451074,-0.010032,0.0405186,0.0505038,0.0873534,0.00630706,-0.0323382,0.0524336,0.079243,-0.0354737,0.0771809,0.00292111,0.0383971,-0.00319024,0.032398,0.0169067,0.0288136,-0.0043634,-0.021386,0.0215056,0.0548512,0.111333,0.00708848,-0.0469886,-0.0164052,0.0428279,0.025206,-0.00852936,-0.0432171,0.0112793,-0.040113,0.0371447,0.0378837,0.0378058,0.0422324,-0.0438698,-0.090627,-0.0457806,-0.0137843,-0.00393325,0.00392614,0.0383904,0.0149115,-0.00352121,-0.0208654,-0.0675577,0.0187149,-0.0507404,0.00726117,0.00561974,-0.0115041,0.00972097,-0.0409102,-0.0677758,0.0803261,0.0328662,-0.0532779,-0.0162008,0.0443874,-0.052606,0.0601827,-0.00316946,-0.00170325,-0.0033916,-0.0197792
P78972,-0.0215779,-0.00292148,-0.0149543,-0.00454523,-0.0122508,-0.0152161,-0.041065,0.0170361,0.00570559,-0.0271066,0.00201766,-0.0062525,-0.0578674,0.0153064,-0.00338353,0.0269443,0.0648234,-0.0353794,0.0825076,0.0159681,0.0154956,0.0467094,0.0141931,-0.00885111,-0.0101581,-0.0219776,0.0628512,0.0342599,0.00843044,0.0222879,0.0585426,-0.0137231,0.0332024,0.00887999,0.0487082,0.0492002,-0.0406449,-0.0340467,0.0331718,-0.0854791,-0.0245291,0.0770564,0.00515076,-0.00897361,0.0376361,0.0049883,0.0231393,0.0136666,-0.0230214,-0.0397805,-0.0339164,-0.0817492,0.00953896,-0.0394908,-0.00170429,-0.0166426,-0.00485962,-0.000184168,-0.0244274,-0.0345754,-0.0295079,-0.0173667,0.0450069,0.0418573,-0.0135933,0.0403663,0.0517859,0.0857634,0.0111532,-0.0397155,0.0556397,0.0795904,-0.0383649,0.0782703,0.00154916,0.0412435,-0.00812475,0.0361748,0.010582,0.0336444,-0.00782828,-0.0253248,0.0182538,0.0560873,0.116464,0.0119268,-0.0477823,-0.0115262,0.0481686,0.0291974,-0.0099868,-0.0440176,0.0116006,-0.0428438,0.0348437,0.0384248,0.035256,0.0479098,-0.0391071,-0.0961407,-0.0489706,-0.00881622,0.00277923,0.0051587,0.0419327,0.0201887,-0.00891916,-0.021759,-0.074416,0.0237388,-0.056445,0.00758704,0.0070862,-0.0170066,0.0133754,-0.0419341,-0.0708654,0.084141,0.0357573,-0.0583085,-0.0166311,0.0474758,-0.0575913,0.0593083,-0.00959058,-0.00442879,-0.00376432,-0.0189544
P41889,-0.0230067,-0.00151557,-0.0211121,-0.00338049,-0.0103505,-0.0198457,-0.0563964,0.0190246,0.000323134,-0.0315718,-0.00344532,-0.00831576,-0.0630296,0.0172695,-0.00425488,0.033517,0.0798182,-0.0490082,0.0956414,0.0253248,0.0173141,0.055102,0.0150089,-0.00804084,-0.0142696,-0.0233598,0.0716851,0.0361903,0.00834143,0.0342461,0.0755757,-0.0159515,0.0338102,0.0143067,0.0548412,0.0606585,-0.0484884,-0.0407462,0.0396873,-0.100268,-0.0344007,0.0988121,0.00444639,-0.00539231,0.0478572,0.00303161,0.032289,0.010011,-0.0295062,-0.0504962,-0.040928,-0.0964151,0.0192891,-0.0471061,-0.00263772,-0.0236978,-0.00618,-0.00606839,-0.0308267,-0.0429655,-0.032689,-0.0194688,0.0545531,0.0535184,-0.0204102,0.044381,0.0549263,0.108317,0.0124489,-0.0484602,0.0656543,0.0956167,-0.0454373,0.0956123,-0.00288067,0.0428832,-0.0100786,0.0397179,0.0196979,0.0375628,-0.0118175,-0.0320942,0.0260636,0.0674449,0.141109,0.0168219,-0.0619525,-0.0156401,0.0564093,0.0305876,-0.0106898,-0.0563576,0.01442,-0.0545153,0.0450057,0.0480084,0.0454284,0.0578257,-0.0478501,-0.112925,-0.0564276,-0.0130773,-0.0026548,0.0051792,0.0434367,0.0232957,-0.00923032,-0.0279862,-0.0918211,0.02846,-0.0647405,0.0049055,0.00413213,-0.0183573,0.0161686,-0.0510739,-0.0855711,0.100276,0.0445165,-0.0685177,-0.0226841,0.0552094,-0.0692085,0.0773842,-0.00511648,-0.00406336,0.000593855,-0.024621
P13681,-0.0239172,-0.000630624,-0.0225951,-0.00440585,-0.00799474,-0.0188194,-0.0546002,0.0154366,0.00346307,-0.0329041,-0.00176265,-0.0150879,-0.0711692,0.0201518,-0.00931689,0.0282213,0.0876332,-0.0499986,0.10216,0.0240021,0.0222898,0.0574516,0.0130733,-0.00589111,-0.010987,-0.0235899,0.0807067,0.0466169,0.0138169,0.0328606,0.0821424,-0.0184496,0.0394008,0.0111385,0.0557389,0.0701768,-0.0495314,-0.0389338,0.0386629,-0.108317,-0.0367638,0.104664,0.00999526,-0.00861838,0.0529864,0.00591118,0.0368539,0.0171749,-0.0291983,-0.0525608,-0.0423529,-0.111145,0.0217333,-0.0578512,-0.0028194,-0.0287321,-0.00508008,-0.00456814,-0.0381205,-0.0440925,-0.0381731,-0.0269567,0.0574184,0.0587399,-0.0149767,0.0535576,0.0637036,0.119694,0.0101837,-0.0499587,0.0704696,0.101946,-0.046819,0.104706,-0.00321167,0.0465168,-0.00986186,0.0481329,0.0184944,0.0436564,-0.00714891,-0.0326198,0.0254922,0.0671168,0.151961,0.0125089,-0.0675909,-0.0193766,0.0582692,0.0363576,-0.0163163,-0.0605929,0.0134241,-0.0578404,0.047575,0.0474468,0.0508794,0.0633801,-0.0499415,-0.122761,-0.0620117,-0.0175769,0.00306115,0.00456103,0.0476003,0.0280519,-0.00659058,-0.0284903,-0.0929296,0.0327864,-0.0747501,0.00433146,0.00772095,-0.0133054,0.0156607,-0.0588478,-0.0937003,0.108592,0.0467395,-0.0753508,-0.0220096,0.0628547,-0.0784763,0.0782245,-0.00737708,-0.00305686,-0.00201626,-0.0243573
Q9P7V9,-0.0210412,4.09941e-05,-0.0112039,-0.00370173,-0.00712506,-0.0121968,-0.0397129,0.0139162,5.31038e-05,-0.0209657,-0.00120171,-0.00409439,-0.0454164,0.0183878,-0.00497275,0.0242514,0.0606214,-0.0336734,0.0767243,0.0202388,0.0157941,0.0401831,0.00945835,-0.0097887,-0.00920267,-0.0203911,0.0526003,0.0282614,0.0107058,0.0218333,0.0572553,-0.0138684,0.0288542,0.00899858,0.0416456,0.0496142,-0.0400621,-0.0265696,0.0294296,-0.0715864,-0.0217106,0.0718667,0.00696262,-0.0053114,0.0380196,0.00820387,0.0255186,0.0113053,-0.0213285,-0.0402231,-0.027867,-0.077839,0.015562,-0.0392925,-0.00256574,-0.0207786,-0.000462296,-0.00636458,-0.0284146,-0.0340917,-0.0246348,-0.0189735,0.0415914,0.0423189,-0.0112537,0.0385867,0.0428539,0.0772848,0.0109855,-0.0323784,0.0460227,0.073574,-0.0305805,0.0707542,0.000972204,0.0377091,-0.0107232,0.0302002,0.0140128,0.0288823,-0.00387426,-0.0231411,0.0150928,0.0483336,0.100654,0.00959739,-0.0472354,-0.0117432,0.0420565,0.0245846,-0.00852644,-0.0373971,0.0101133,-0.0417574,0.0299424,0.037121,0.0352026,0.0423027,-0.0400055,-0.0907677,-0.0411424,-0.0127749,0.00439682,-0.00185318,0.0386847,0.0196965,-0.00959879,-0.0159193,-0.067302,0.0196383,-0.0528485,0.00434561,0.00231537,-0.00835565,0.0131772,-0.0420249,-0.063892,0.0765956,0.0321577,-0.0521484,-0.0160083,0.0398375,-0.0507511,0.0516452,-0.00947043,0.00050349,-0.000922379,-0.0197414
O36027,-0.0215628,-0.00584314,-0.01519,-0.00711555,-0.00932501,-0.0166694,-0.041846,0.0166669,0.000728531,-0.0257559,-0.000616022,-0.00738599,-0.0525445,0.0136452,-0.00517136,0.021937,0.0669407,-0.0430114,0.083487,0.0212487,0.0156158,0.039779,0.0116524,-0.00929853,-0.0143466,-0.0217791,0.0591265,0.0351216,0.00838627,0.0265729,0.0651664,-0.0133236,0.0283159,0.00990876,0.0468734,0.0546277,-0.0397917,-0.0291749,0.0316301,-0.0857917,-0.025698,0.0861417,0.00560103,-0.00241289,0.0401295,0.00251898,0.0237043,0.0137768,-0.0250084,-0.0442877,-0.0333113,-0.0855865,0.0174864,-0.04172,-0.0040102,-0.0225674,-0.00454604,-0.00687254,-0.0292253,-0.0350061,-0.0284893,-0.01878,0.0494777,0.0451062,-0.010604,0.0371787,0.047434,0.090218,0.00638846,-0.0392969,0.0514491,0.0794285,-0.0344497,0.0823123,-0.000531625,0.0401052,-0.0117297,0.0369095,0.0100756,0.0311646,-0.00472329,-0.0249467,0.0179031,0.0530167,0.116648,0.0132225,-0.0550246,-0.0100673,0.0487975,0.0229209,-0.0129412,-0.044614,0.0089388,-0.0445997,0.0406339,0.0374912,0.0424009,0.0452564,-0.0457145,-0.0999478,-0.0517769,-0.0108697,0.00291926,0.0003783,0.0405685,0.0206166,-0.0110737,-0.0204179,-0.0727864,0.0274854,-0.0570159,0.00103128,0.00769162,-0.0108301,0.0128495,-0.0473817,-0.071766,0.0882454,0.0390894,-0.0577769,-0.018148,0.0483668,-0.0583269,0.0660277,-0.00854599,-0.00395397,-0.001606,-0.0217412
Q92376,-0.010231,-0.00328842,-0.0114379,-0.00491632,-0.00138152,-0.00718816,-0.0256657,0.0115196,0.0027422,-0.0198188,0.0030095,-0.00534014,-0.0321098,0.0117792,-0.00450355,0.0120501,0.0371842,-0.0252234,0.0496179,0.00766608,0.011528,0.0289409,0.00660703,-0.00770748,-0.00621752,-0.0122961,0.0342519,0.0179657,0.00532074,0.0187779,0.0360051,-0.00945296,0.0177599,0.00296209,0.0300305,0.0335232,-0.0271014,-0.0224516,0.0208746,-0.0519749,-0.0206951,0.0513863,0.00289199,4.21108e-05,0.0284152,0.000869431,0.0157411,0.00883049,-0.0126083,-0.0220403,-0.0191001,-0.0536959,0.00706384,-0.0257133,-0.00230228,-0.0135554,-4.53987e-07,-0.00309456,-0.0172544,-0.0217245,-0.0153906,-0.0130434,0.0254178,0.0241234,-0.0106457,0.0229833,0.0327555,0.0512504,0.00272198,-0.0213516,0.032645,0.0520902,-0.02067,0.0471128,-0.00410177,0.0252129,-0.000849368,0.0226787,0.00913931,0.0224018,-0.00383867,-0.0160059,0.0094686,0.0305321,0.0712172,0.00548169,-0.0312812,-0.00913657,0.029825,0.018717,-0.00400501,-0.0259469,0.00906542,-0.0281427,0.0242002,0.019922,0.026119,0.026851,-0.0273386,-0.055518,-0.0323992,-0.00807972,0.000317979,-0.000970856,0.0219898,0.0114631,-0.00574141,-0.00939611,-0.0486316,0.0148588,-0.032071,0.00523895,0.00187635,-0.00729228,0.00774995,-0.0259819,-0.0401605,0.0492524,0.0213933,-0.0362157,-0.00892417,0.0264117,-0.0344812,0.0404711,-0.00201274,0.00291351,-0.00165365,-0.0134932
