gene,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24
Q08548,0.27663,0.0728069,0.135305,-0.0567218,0.0448743,0.168316,0.0137906,-0.103445,-0.0552951,0.0818882,-0.0531877,-0.0615439,0.0731257,0.0927037,0.0425681,0.082214,-0.0124898,0.0558394,-0.159496,0.0760297,-0.0989008,-0.109177,0.230848,-0.0183864
O42916,0.318625,0.0849628,0.106991,-0.0467041,0.0434028,0.170805,0.0247779,-0.0933596,-0.0473378,0.0620442,-0.0354772,-0.0596133,0.0817541,0.130632,0.0518559,0.0909008,0.00075231,0.0735841,-0.14506,0.0724804,-0.0834559,-0.133682,0.218343,-0.0274904
P32839,0.318195,0.0857863,0.137441,-0.0588269,0.0310785,0.14832,0.0410151,-0.084273,-0.0511441,0.0733844,-0.0154699,-0.0584548,0.0830651,0.107299,0.045647,0.0702187,-0.0244682,0.0402113,-0.166101,0.0978002,-0.0818672,-0.107736,0.242319,-0.0282363
Q9P6Q3,0.351953,0.0639913,0.140194,-0.0369212,0.0593514,0.172637,0.0207815,-0.119575,-0.0715257,0.0857426,-0.0629909,-0.0690904,0.1029,0.10923,0.0775775,0.0790797,-0.0135722,0.0617365,-0.167454,0.0949077,-0.1073,-0.131806,0.267894,-0.0403755
P0CX52,0.333792,0.0769077,0.133523,-0.0619529,0.0430326,0.166959,0.0137434,-0.109036,-0.0759062,0.0874671,-0.0472343,-0.0724266,0.0965226,0.138202,0.069428,0.10867,-0.0049274,0.0811487,-0.176893,0.107147,-0.101123,-0.121431,0.266261,-0.0226848
P0CT65,0.307491,0.0843655,0.153114,-0.0525442,0.0269864,0.187068,0.0342107,-0.0793608,-0.0760011,0.0801983,-0.0491287,-0.0789026,0.115796,0.130525,0.0486036,0.0977195,-0.000153354,0.0425434,-0.18324,0.093239,-0.117305,-0.111661,0.267246,-0.0444735
O59868,0.33248,0.0793826,0.12538,-0.0250721,0.051955,0.157546,0.00795612,-0.120432,-0.0464795,0.0699087,-0.0576085,-0.0634573,0.128645,0.103156,0.06429,0.0881353,-0.0096422,0.0633813,-0.183269,0.0789935,-0.101172,-0.150733,0.265541,-0.025492
P13586,0.32112,0.0889363,0.136497,-0.0319743,0.0616231,0.166038,0.0305615,-0.115003,-0.0509289,0.0667811,-0.026433,-0.0832482,0.123845,0.120229,0.0844012,0.0742291,-0.0151809,0.0738566,-0.184763,0.0946926,-0.116035,-0.129298,0.27978,-0.0262317
Q9UTI7,0.319616,0.0652341,0.123906,-0.022871,0.0444259,0.193248,0.0273956,-0.111015,-0.0463359,0.0892918,-0.0620489,-0.0763295,0.0932731,0.107905,0.0491699,0.106137,-0.0238,0.0474602,-0.177527,0.086848,-0.0924485,-0.125123,0.268563,-0.0382545
P06785,0.346769,0.0779758,0.138892,-0.0599049,0.0359703,0.167223,0.0404284,-0.092582,-0.0417908,0.0909586,-0.026549,-0.0423619,0.106962,0.135143,0.0675034,0.110258,-0.00780224,0.0515346,-0.182334,0.114806,-0.105538,-0.15136,0.270466,-0.0512786
Q06839,0.323826,0.082282,0.14163,-0.0248227,0.0222821,0.159646,0.012981,-0.11285,-0.0480753,0.0731436,-0.0418504,-0.0437195,0.107056,0.122227,0.0838982,0.0814013,-0.0225804,0.0540081,-0.169723,0.0798833,-0.0893392,-0.118604,0.257724,-0.0292769
Q9Y7N9,0.323964,0.0805429,0.133891,-0.0546258,0.0509711,0.183443,0.0213742,-0.0954055,-0.0384851,0.0690016,-0.0557358,-0.0473631,0.0893454,0.108935,0.0770762,0.10161,-0.0335993,0.042378,-0.172448,0.0780417,-0.0950346,-0.134308,0.265798,-0.038115
P22215,0.293501,0.0597255,0.101152,-0.0172019,0.0280293,0.162855,0.00770189,-0.0915874,-0.0718881,0.06324,-0.0554316,-0.0565822,0.106092,0.103504,0.0646846,0.0773089,-0.02744,0.0437794,-0.157154,0.0843706,-0.0907568,-0.0996343,0.233065,-0.036567
O94695,0.284237,0.0636446,0.131172,-0.0279384,0.0395295,0.13514,0.0203722,-0.11109,-0.0633029,0.0740529,-0.0507257,-0.0745976,0.0813607,0.0942647,0.0689546,0.103649,-0.0355925,0.0750485,-0.160196,0.0797462,-0.110302,-0.118699,0.258328,-0.0380115
P87140,0.304924,0.0587251,0.122248,-0.0486343,0.0449588,0.153254,0.0411468,-0.106243,-0.058817,0.0759077,-0.0536321,-0.0392382,0.0892452,0.0992062,0.0575191,0.0937147,-0.0219988,0.0374243,-0.194901,0.0701177,-0.0809806,-0.107131,0.260669,-0.0380574
P32074,0.330807,0.0752219,0.137392,-0.0307502,0.0575528,0.189544,0.0324546,-0.0869238,-0.0613527,0.10373,-0.0655134,-0.0527676,0.0887672,0.128811,0.0748989,0.115795,-0.033446,0.0478248,-0.170117,0.11669,-0.0976578,-0.135024,0.27131,-0.0208942
O59713,0.30363,0.0633369,0.109653,-0.025378,0.0598317,0.143145,0.0185707,-0.0780821,-0.0740022,0.0814573,-0.0556722,-0.0630054,0.0743686,0.128949,0.0724763,0.104413,-0.0287974,0.0636229,-0.169192,0.103509,-0.0864507,-0.104129,0.222615,-0.0127647
P40487,0.291022,0.0767752,0.148493,-0.0160785,0.0556057,0.172613,0.0168003,-0.072806,-0.0591418,0.0922943,-0.0470036,-0.0663666,0.0951593,0.12152,0.0587336,0.0827105,-0.0230002,0.0435887,-0.158769,0.0722632,-0.0785446,-0.135161,0.265459,-0.0215238
P05764,0.30871,0.0844822,0.153384,-0.0403596,0.0562997,0.163431,0.0286608,-0.0788968,-0.0650423,0.0677592,-0.0415245,-0.0781168,0.0851062,0.112928,0.0488507,0.0856218,-0.000413118,0.0425547,-0.167338,0.1016,-0.0939748,-0.112053,0.239616,-0.0181501
P0C0V8,0.348747,0.0699246,0.138793,-0.0570005,0.0616507,0.162639,0.0115568,-0.0869365,-0.0486597,0.0788588,-0.0280002,-0.0757647,0.0838354,0.128821,0.0625533,0.100143,0.000544216,0.0481019,-0.176841,0.0985411,-0.105177,-0.129959,0.265809,-0.0479366
P87147,0.281724,0.0684301,0.11166,-0.0410784,0.0552734,0.127351,0.0402031,-0.0928071,-0.0753983,0.066359,-0.0374577,-0.0345398,0.0800124,0.0967747,0.0569489,0.073853,-0.0329618,0.0692494,-0.16631,0.0967179,-0.105451,-0.115302,0.235853,-0.0454875
P38879,0.28539,0.0786633,0.132882,-0.0578824,0.0571613,0.175189,0.00805838,-0.0937973,-0.0735467,0.0641743,-0.0330718,-0.0576399,0.0766599,0.123884,0.0790606,0.0641064,-0.025972,0.0562424,-0.171023,0.0894566,-0.0831941,-0.123079,0.249198,-0.0190151
O14339,0.290637,0.0495043,0.13532,-0.0212668,0.0369696,0.144596,0.00166316,-0.0831264,-0.0451139,0.0759652,-0.0488657,-0.0511119,0.0990936,0.101357,0.0546602,0.0948548,-0.0163452,0.0308872,-0.172784,0.0831702,-0.0848991,-0.127858,0.222904,-0.0285019
P46990,0.313841,0.0674678,0.114923,-0.0296843,0.0333081,0.178423,0.0342239,-0.106516,-0.0466954,0.0925785,-0.0339916,-0.0428388,0.100967,0.108162,0.046593,0.0857467,-0.0295798,0.0675248,-0.175302,0.0668742,-0.100497,-0.143885,0.228769,-0.0456696
P15108,0.300643,0.0501145,0.139098,-0.0434107,0.057839,0.13662,0.0314499,-0.0658366,-0.033955,0.0579267,-0.0517865,-0.0556957,0.0775282,0.0925512,0.0789874,0.0948484,-0.0116717,0.0577681,-0.150384,0.0813524,-0.0940289,-0.114531,0.239616,-0.0460524
P41887,0.295154,0.0845901,0.128399,-0.0557836,0.0464174,0.166718,0.0366077,-0.0850055,-0.0410389,0.0893758,-0.0569746,-0.0324194,0.106492,0.12415,0.0419421,0.0890127,-0.00696645,0.0566145,-0.170887,0.0666489,-0.0652962,-0.129571,0.244617,-0.0269675
Q05933,0.307765,0.069758,0.133879,-0.0180407,0.0664002,0.15439,0.0115804,-0.0729046,-0.0674519,0.0560512,-0.0481183,-0.0453869,0.0897929,0.091613,0.0760169,0.0720531,-0.0226405,0.0556924,-0.155163,0.102075,-0.086485,-0.124584,0.228414,-0.0260188
Q9Y7J4,0.297805,0.0581824,0.128538,-0.0196741,0.0565449,0.153335,0.0418618,-0.109416,-0.0329554,0.0674174,-0.0494134,-0.062637,0.0947836,0.0873503,0.07555,0.085381,-0.0281923,0.0565259,-0.166822,0.0697427,-0.106799,-0.139873,0.250057,-0.00697787
P25621,0.290677,0.072674,0.102154,-0.0517956,0.0209966,0.137042,0.0270942,-0.0944997,-0.0438236,0.0634819,-0.0526552,-0.0560287,0.105123,0.109989,0.0460908,0.0722127,0.000622302,0.0439902,-0.162946,0.0610089,-0.108711,-0.126093,0.240397,-0.00698348
O43000,0.311282,0.0548955,0.13391,-0.0178149,0.0363905,0.16361,0.0349587,-0.0782624,-0.0595614,0.0960377,-0.0243147,-0.0692287,0.0854977,0.0939479,0.0452509,0.089354,-0.024396,0.0735309,-0.152876,0.0828751,-0.102279,-0.137877,0.225034,-0.0352191
O14072,0.261467,0.0555656,0.133345,-0.0546601,0.0217166,0.150083,0.0262553,-0.0924972,-0.069221,0.0726939,-0.0384188,-0.0464046,0.0825024,0.0867401,0.0682281,0.0852147,0.00302409,0.0693947,-0.154096,0.0737504,-0.0693597,-0.124945,0.238683,-0.00979115
P39986,0.292412,0.065988,0.121368,-0.0368011,0.0421039,0.158246,0.0444586,-0.0834387,-0.0472331,0.0560337,-0.047476,-0.0557043,0.0866625,0.109981,0.0582056,0.0656193,-0.032814,0.0375719,-0.127218,0.0780941,-0.0914245,-0.122629,0.216615,-0.00709059
O94418,0.312535,0.085874,0.136083,-0.0568249,0.0609117,0.138888,0.0409667,-0.0732027,-0.0419504,0.0886739,-0.0375396,-0.0535264,0.102528,0.0968894,0.0476729,0.077638,-0.0236389,0.0319516,-0.1465,0.091084,-0.0974269,-0.109846,0.221623,-0.0163297
P34077,0.312314,0.057603,0.120077,-0.0505804,0.047633,0.1621,0.031017,-0.0780714,-0.0596733,0.0834369,-0.0627015,-0.0694221,0.0759459,0.124665,0.0456948,0.100559,-0.0355875,0.0376688,-0.158103,0.0973806,-0.109381,-0.144008,0.219576,-0.0423791
Q08702,0.26269,0.0822225,0.106599,-0.0243572,0.0651683,0.166152,0.0339806,-0.0736139,-0.0391972,0.0643852,-0.0468246,-0.059957,0.101109,0.104756,0.0577063,0.080346,-0.0193264,0.0373572,-0.171049,0.0879345,-0.0936912,-0.125238,0.24412,-0.0348215
O74859,0.305113,0.0922437,0.129909,-0.0230494,0.0662311,0.182154,0.036856,-0.0887844,-0.0799055,0.0673764,-0.0686212,-0.0744142,0.0894408,0.118783,0.057893,0.0868385,-0.0296754,0.0575893,-0.19645,0.0683318,-0.0939243,-0.121649,0.26232,-0.0336761
P19358,0.291078,0.0857627,0.107765,-0.0363436,0.057437,0.159364,0.0161846,-0.0995809,-0.0589527,0.0799364,-0.0595673,-0.0626787,0.0811511,0.125531,0.0754573,0.0612746,0.00221529,0.0379508,-0.151738,0.0700416,-0.0739012,-0.0989199,0.247323,-0.0450739
O60198,0.302942,0.084698,0.149858,-0.0451048,0.0348589,0.143502,0.0332855,-0.0830149,-0.064742,0.095797,-0.0348459,-0.0590262,0.11324,0.129692,0.0605173,0.0800891,-0.0228197,0.0744486,-0.157823,0.0945195,-0.111525,-0.147007,0.244034,-0.0305928
O59866,0.278135,0.0498389,0.113755,-0.0470333,0.0442532,0.144116,0.0080201,-0.0949893,-0.0491158,0.0751957,-0.050955,-0.0391991,0.0697007,0.122877,0.0493012,0.0895126,-0.0189583,0.0571683,-0.160455,0.0921286,-0.0992364,-0.0973284,0.247645,-0.0395943
P33767,0.298921,0.0802676,0.136406,-0.044502,0.0357554,0.150682,0.0261138,-0.0990391,-0.061761,0.0865888,-0.0367628,-0.072251,0.106778,0.121262,0.0753627,0.0703048,-0.00754033,0.0550539,-0.158538,0.0852925,-0.0979333,-0.135785,0.253165,-0.0274795
P24814,0.312706,0.0583779,0.117044,-0.0293009,0.052974,0.144651,0.0238165,-0.0653547,-0.0510579,0.0714697,-0.0518928,-0.0648345,0.0913615,0.129893,0.0427799,0.101198,-0.0102112,0.059731,-0.147959,0.0753293,-0.0698948,-0.131978,0.222954,-0.0330991
O74783,0.305957,0.0591685,0.137885,-0.0465222,0.0307245,0.173987,0.017512,-0.0771984,-0.0489736,0.0562646,-0.0309455,-0.061186,0.11415,0.126737,0.0480839,0.0816935,-0.0333651,0.0556454,-0.177318,0.0981126,-0.0715601,-0.138869,0.256841,-0.0330329
Q01159,0.275659,0.0601066,0.121208,-0.0285567,0.0303389,0.127081,0.0116582,-0.0929746,-0.0513326,0.0666903,-0.0244281,-0.0595602,0.0724991,0.119356,0.0672085,0.0835241,-0.0130089,0.0660932,-0.176287,0.0841271,-0.0764569,-0.127798,0.245413,-0.0226557
P40997,0.289672,0.0854723,0.115873,-0.0342249,0.0260683,0.159969,0.0251263,-0.105057,-0.0374439,0.0616562,-0.0560216,-0.0369719,0.0965271,0.13147,0.0641559,0.0994367,-0.0203523,0.0762153,-0.180377,0.0633835,-0.0839559,-0.117086,0.232616,-0.0426608
Q9HFE8,0.29551,0.0844474,0.104087,-0.0231527,0.0465921,0.143658,0.0377253,-0.0695138,-0.0342273,0.0552002,-0.0638975,-0.0731204,0.068726,0.128574,0.0643621,0.079793,-0.00465654,0.0523359,-0.152578,0.101474,-0.0751056,-0.114905,0.23537,-0.0321894
P38811,0.315662,0.0908477,0.124979,-0.0166328,0.021964,0.161804,0.0425705,-0.0979667,-0.0379138,0.0899148,-0.0446907,-0.0580794,0.108681,0.113658,0.0677682,0.0737979,-0.0247906,0.0561484,-0.164652,0.064375,-0.0725228,-0.102349,0.218969,-0.0490739
O59767,0.292476,0.0737971,0.118496,-0.0371243,0.0375918,0.147358,0.0397453,-0.0859343,-0.0560754,0.0917904,-0.0431072,-0.0573068,0.0703293,0.0953327,0.056385,0.0727403,-0.00807178,0.0682643,-0.142273,0.0713048,-0.105735,-0.0986481,0.242073,-0.0299414
P47074,0.311539,0.0625159,0.119918,-0.0380013,0.0267929,0.148823,0.0223462,-0.0880384,-0.035581,0.0835123,-0.0647197,-0.0397284,0.100334,0.133283,0.0450355,0.0913164,0.00115969,0.032793,-0.185932,0.0863569,-0.0931687,-0.12552,0.229519,-0.0368787
Q09692,0.303118,0.0930312,0.110765,-0.0476639,0.0430107,0.149492,0.00676175,-0.0994006,-0.0344657,0.084203,-0.0585744,-0.0555352,0.1116,0.130072,0.0539846,0.0867572,-0.0128526,0.0601571,-0.16935,0.0937897,-0.0784191,-0.130225,0.226452,-0.0380903
Q12109,0.317296,0.0907547,0.112368,-0.0391764,0.0247652,0.145323,0.0443856,-0.0780488,-0.0489443,0.0953107,-0.0431798,-0.0570632,0.107203,0.101384,0.0649571,0.0986548,-0.0307487,0.0442449,-0.187018,0.078491,-0.0959589,-0.103772,0.254171,-0.0463165
O74559,0.29469,0.087134,0.108012,-0.0318842,0.0251766,0.16143,0.0434996,-0.108764,-0.0556156,0.0779128,-0.0267833,-0.0386599,0.0846432,0.121509,0.0445227,0.0733274,-0.00864149,0.0365169,-0.176931,0.084907,-0.0943651,-0.101825,0.255945,-0.0261809
P53337,0.316729,0.081046,0.137509,-0.0428799,0.0403084,0.161807,0.0341072,-0.110628,-0.03463,0.087346,-0.0501357,-0.0760926,0.0796757,0.124959,0.0765041,0.0743581,-0.0122706,0.0369032,-0.142754,0.100721,-0.0789644,-0.105278,0.246024,-0.0259065
P40004,0.312595,0.0733458,0.0983344,-0.0271517,0.020684,0.157309,0.0448788,-0.101791,-0.0296302,0.054419,-0.0468697,-0.0717898,0.0684237,0.120895,0.0383373,0.0795019,-0.0282421,0.0337112,-0.160314,0.0615371,-0.0684927,-0.0988387,0.235149,-0.0319046
O74750,0.313041,0.0581834,0.10094,-0.0399972,0.0259684,0.154221,0.0428736,-0.0805332,-0.0398159,0.0653568,-0.0331716,-0.0741632,0.103484,0.110525,0.0537751,0.0613746,-0.0308431,0.0564613,-0.172537,0.0964406,-0.107573,-0.13093,0.247552,-0.0339661
P32491,0.276628,0.0782402,0.118571,-0.0428712,0.0550747,0.166985,0.025958,-0.0693815,-0.0639791,0.0571191,-0.0574459,-0.0548868,0.090335,0.104036,0.076158,0.0787333,-0.00596514,0.0498321,-0.145501,0.0638118,-0.0774514,-0.135415,0.23424,-0.0263228
Q9Y884,0.28017,0.0554965,0.10243,-0.0191438,0.0564216,0.161831,0.0435178,-0.107011,-0.069976,0.0890182,-0.0505325,-0.0734573,0.106119,0.106316,0.0401181,0.0679253,-0.0378206,0.0576056,-0.163433,0.0929559,-0.0877273,-0.120946,0.258976,-0.0349802
Q03327,0.278816,0.0468236,0.108765,-0.0343874,0.0292737,0.14877,0.00756765,-0.0867,-0.07022,0.0820169,-0.0563861,-0.0659225,0.0735779,0.121201,0.0363639,0.0999457,-0.00469761,0.0446594,-0.157198,0.0668727,-0.10665,-0.130472,0.235358,-0.0299908
Q9UTF8,0.31909,0.0692291,0.130381,-0.0334087,0.0240628,0.153808,0.0380693,-0.0915849,-0.0357211,0.0885513,-0.0438545,-0.0391929,0.112568,0.121028,0.041233,0.0715878,-0.0307874,0.0398729,-0.153227,0.0881463,-0.0867633,-0.146312,0.250227,-0.0485555
P79064,0.300657,0.0871467,0.126403,-0.0366595,0.0621536,0.134481,0.00644136,-0.0726856,-0.0589703,0.0861151,-0.0567157,-0.0555453,0.0718474,0.109258,0.0658491,0.0841929,-0.0162922,0.0339546,-0.146202,0.094741,-0.100157,-0.115539,0.21699,-0.0231316
Q06624,0.302692,0.0752617,0.103813,-0.0452086,0.0570721,0.159475,0.0394369,-0.108482,-0.0562945,0.0619104,-0.0598656,-0.0663068,0.111576,0.0974307,0.0512036,0.0998483,0.00398893,0.0650506,-0.174953,0.0813817,-0.106482,-0.105785,0.235578,-0.0240797
P53686,0.270035,0.082093,0.123606,-0.0263681,0.0424316,0.136276,0.0250045,-0.0896705,-0.0707634,0.0790815,-0.024146,-0.056249,0.106699,0.088816,0.034325,0.101395,-0.00832694,0.0679933,-0.179712,0.077127,-0.0943751,-0.112372,0.232846,-0.0113349
Q9USN7,0.289944,0.0741895,0.133319,-0.03413,0.0585444,0.160381,0.0211663,-0.100376,-0.0559687,0.0657069,-0.0387513,-0.0793598,0.0976432,0.0924598,0.0780684,0.0710404,-0.0377272,0.0547789,-0.159031,0.0740957,-0.112673,-0.127822,0.259262,-0.0500827
O14042,0.281234,0.0485448,0.11422,-0.0279825,0.0604582,0.137603,0.029025,-0.0971177,-0.0445468,0.0651816,-0.0261994,-0.0376271,0.0825562,0.102323,0.0503891,0.069229,0.00352862,0.0719396,-0.144246,0.0966452,-0.106396,-0.129768,0.255357,-0.0145558
P43557,0.28642,0.0801843,0.124672,-0.0420245,0.0286053,0.175697,0.00973933,-0.106629,-0.0745941,0.0740492,-0.0388348,-0.0770041,0.087863,0.118349,0.0502178,0.0916525,-0.00649151,0.0359932,-0.163317,0.0845115,-0.0792354,-0.140303,0.244905,-0.0190774
O74850,0.302605,0.067409,0.119539,-0.0274828,0.0322094,0.124457,0.00608321,-0.0639947,-0.0560742,0.0707856,-0.040749,-0.0733618,0.07409,0.102164,0.0723166,0.0851852,0.00309496,0.0595428,-0.153962,0.0793346,-0.0915458,-0.109302,0.238461,-0.0395709
Q08650,0.308109,0.0783954,0.129307,-0.0352869,0.0303671,0.173304,0.0447811,-0.0719683,-0.0741874,0.0551535,-0.0494062,-0.0387369,0.114427,0.0975354,0.0721865,0.0929188,-0.0272455,0.0376118,-0.180323,0.0897254,-0.101848,-0.102931,0.234057,-0.0177716
Q00245,0.273844,0.0707479,0.128062,-0.0432822,0.0610452,0.142173,0.00908188,-0.0853342,-0.0349787,0.0523169,-0.0630439,-0.06583,0.106003,0.0857547,0.0641557,0.104575,-0.00828813,0.0592613,-0.135691,0.081662,-0.0840436,-0.119368,0.251216,-0.0211545
O13928,0.286679,0.0940319,0.122801,-0.0337189,0.0541184,0.145083,0.0102592,-0.0821005,-0.0455028,0.06639,-0.043307,-0.0661725,0.0906092,0.111985,0.047543,0.0982172,-0.0280921,0.0468506,-0.174202,0.104435,-0.0832933,-0.10873,0.257008,-0.0323713
O13995,0.279131,0.0762908,0.138234,-0.0167301,0.0462013,0.159914,0.0179873,-0.0892947,-0.0319777,0.0703652,-0.0421476,-0.0583536,0.080265,0.112575,0.040546,0.0735509,-0.0132626,0.0511382,-0.156498,0.0622222,-0.106894,-0.0992172,0.2407,-0.0311862
Q12091,0.305758,0.0878106,0.11934,-0.0232181,0.0523178,0.1662,0.0269668,-0.104939,-0.0586656,0.0922962,-0.031277,-0.0511616,0.0812369,0.0947188,0.042591,0.0827627,-0.0153964,0.0570639,-0.176693,0.0608592,-0.0915855,-0.128467,0.229386,-0.0400146
O13970,0.294402,0.08568,0.106218,-0.0412574,0.0331266,0.130421,0.0344886,-0.0742222,-0.0435854,0.0866726,-0.0624636,-0.0458084,0.0815581,0.0857623,0.0435817,0.0784034,-0.00865554,0.0413289,-0.165268,0.0935436,-0.0982975,-0.122003,0.224968,-0.0463527
P32902,0.303749,0.0851801,0.128717,-0.040439,0.0402943,0.152394,0.0282598,-0.0907208,-0.0744079,0.070709,-0.0268086,-0.0448709,0.113347,0.0929101,0.0526507,0.0820156,-0.0213548,0.054168,-0.170301,0.0756743,-0.113346,-0.133693,0.235949,-0.0459193
Q9HDW6,0.292279,0.0731506,0.10294,-0.0205018,0.0228206,0.159148,0.0411724,-0.0811625,-0.0527576,0.0895839,-0.054968,-0.0697569,0.0860209,0.106548,0.0585729,0.0758407,0.00472102,0.0510586,-0.175701,0.0625057,-0.0933969,-0.0995029,0.219302,-0.00945951
P31412,0.279264,0.0818646,0.128115,-0.0483214,0.0453999,0.163907,0.0217846,-0.0761866,-0.0566001,0.0755571,-0.0457037,-0.068761,0.104411,0.106487,0.0423636,0.0885097,-0.0138541,0.04707,-0.167309,0.0979222,-0.09784,-0.126265,0.219282,-0.0239038
Q01855,0.294952,0.0519621,0.116638,-0.0401575,0.0352182,0.147755,0.00922327,-0.0753832,-0.0504993,0.0870526,-0.030682,-0.0505507,0.0998412,0.109564,0.065574,0.0850936,-0.0274989,0.0530335,-0.153708,0.0931469,-0.0832845,-0.11453,0.212324,-0.0484244
O94715,0.315753,0.0883929,0.134527,-0.0517483,0.058978,0.140971,0.0121576,-0.0961147,-0.0476573,0.0762823,-0.0464307,-0.0491714,0.0982992,0.125089,0.0587274,0.0966065,7.21742e-05,0.0504407,-0.158673,0.0777106,-0.0829217,-0.125372,0.226511,-0.0448497
P33298,0.305971,0.0770949,0.112729,-0.0303301,0.0249152,0.13522,0.0351129,-0.0792756,-0.0332627,0.0637368,-0.0636435,-0.0473051,0.106255,0.0928623,0.0676185,0.0826469,0.0100166,0.0313278,-0.146968,0.0728052,-0.0757307,-0.128665,0.24521,-0.0102153
O74894,0.292858,0.0730596,0.131922,-0.0516075,0.0261812,0.129618,0.0328996,-0.0927017,-0.0552869,0.0758552,-0.0357529,-0.0678924,0.103232,0.0873464,0.0703922,0.0806125,0.00145981,0.0319928,-0.176967,0.0854211,-0.0914284,-0.119514,0.233894,-0.049326
Q01976-1,0.292743,0.0743571,0.110148,-0.0234481,0.0438009,0.142779,0.0111839,-0.0818031,-0.0722871,0.0876532,-0.0396782,-0.0475829,0.0766335,0.103207,0.077831,0.0734988,-0.00767334,0.0593544,-0.154218,0.07593,-0.0983797,-0.104804,0.229857,-0.0249894
Q9P791,0.293128,0.0579182,0.133242,-0.0257764,0.0582544,0.147504,0.0356291,-0.112575,-0.0708646,0.0637532,-0.0476921,-0.066666,0.0883179,0.0917343,0.0798792,0.0704103,-0.0249645,0.0577413,-0.159934,0.0849158,-0.093958,-0.127162,0.264548,-0.0246083
Q06706,0.291333,0.0551468,0.130247,-0.0345849,0.0222309,0.162481,0.0107639,-0.0645251,-0.0561564,0.0622304,-0.049072,-0.0580893,0.0671148,0.126073,0.049587,0.0774923,-0.00962313,0.0606815,-0.14425,0.0978369,-0.0875867,-0.135327,0.22751,-0.0295798
O59704,0.314298,0.0789829,0.136524,-0.0440144,0.0427026,0.175114,0.0396947,-0.0908598,-0.0646937,0.0910852,-0.0520322,-0.047932,0.107632,0.103091,0.0598502,0.0978058,-0.00724062,0.0471439,-0.164474,0.0818627,-0.104057,-0.139805,0.256795,-0.0140071
P32600,0.289162,0.0886601,0.122389,-0.0507641,0.0419037,0.150044,0.0208738,-0.0867821,-0.0355418,0.064651,-0.048826,-0.0739773,0.0975603,0.125565,0.0491564,0.0658837,-0.0102834,0.0617001,-0.150874,0.0696226,-0.0819532,-0.0996301,0.217566,-0.0137647
Q9Y7K2,0.299394,0.0708669,0.133539,-0.0426821,0.0402515,0.141421,0.0278774,-0.110253,-0.0376237,0.0874087,-0.0452814,-0.0526172,0.113392,0.0911697,0.0573765,0.067321,-0.014461,0.0684783,-0.15879,0.0643475,-0.0765365,-0.111989,0.248537,-0.033163
P08096,0.304116,0.0545954,0.100947,-0.0339681,0.0580846,0.15872,0.00196645,-0.0678558,-0.0720542,0.0746718,-0.027028,-0.0688643,0.0746819,0.105461,0.0790996,0.0952976,-0.000897066,0.051441,-0.163605,0.0878966,-0.0722498,-0.0990807,0.219203,-0.0483885
P06786,0.2789,0.0744598,0.135787,-0.0214694,0.0457294,0.170006,0.00739431,-0.0814142,-0.0662368,0.0573251,-0.0447637,-0.0479782,0.0770837,0.121178,0.0752516,0.072152,-0.0296018,0.03935,-0.162558,0.101202,-0.0810076,-0.13801,0.244186,-0.0178025
Q01454,0.296434,0.0558879,0.135298,-0.0137383,0.0609831,0.139443,0.0293727,-0.0731331,-0.0630881,0.0575163,-0.0395785,-0.0584865,0.102131,0.0860036,0.0646758,0.0731934,-0.0022134,0.0565981,-0.140116,0.0985942,-0.0760518,-0.136319,0.231618,-0.0312904
Q9C107,0.286676,0.050261,0.115314,-0.0124464,0.0528752,0.159054,0.0314841,-0.0840255,-0.0617995,0.0669723,-0.022223,-0.042478,0.0727451,0.103263,0.0670063,0.0788563,-0.00312459,0.0350972,-0.177905,0.0761946,-0.104207,-0.13085,0.252197,-0.0125499
O36021,0.293773,0.0456895,0.118575,-0.0487978,0.0353467,0.124619,0.0329263,-0.0958381,-0.0389537,0.0771282,-0.064397,-0.0575538,0.0809966,0.115651,0.0572219,0.085147,-0.016743,0.0533491,-0.142706,0.0761862,-0.0971441,-0.118465,0.219282,-0.030066
Q12176,0.281977,0.0551965,0.124828,-0.027917,0.0393193,0.141655,0.044292,-0.0744939,-0.0461021,0.0761947,-0.0458954,-0.0615516,0.0988395,0.116059,0.0406765,0.0788955,-0.0284476,0.0322006,-0.137456,0.0612242,-0.0890589,-0.131512,0.241845,-0.0420784
